NBa7we src,d4r55,RfnDt,rsqaWe,wiI7pd,dSlJg,Hzvxle,pkWtMe,dSlJg 2,znYl0,znYl0 2,nM6d2c,DZSIDd,wiI7pd 2
https://lh3.googleusercontent.com/a-/ALV-UjUnlTN2Pj1lS9ctsT2rU5D-KROq9LEDopdJnMaZixZ_oPyZc58=w45-h45-p-rp-mo-br100,Sharon Paladines,3 opiniones,Hace 9 meses,"el sevicio es pesimo fui con mi mama y pasamos mas de medio dia para que atendieran una fractura, no se para que estamos pagando",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocKxKPy4mDXrMN6cLPNiMDQamBvfCS01TxMlJ7B_aQBqV0A5RA=w45-h45-p-rp-mo-br100,Doris Azucena Bonilla Aguilar,1 opinión,Hace 6 años,"Tiene demasiadas falencias, a pesar de los aportes de sus afiliados no se puede acceder a la atención oportuna  que se merecen, se tiene que esperar meses para una cita y se juega con la salud de los usuarios, muchos no resisten la espera…",,Me gusta,3.0,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocLqP1U-yMRC1bamscWyJXeXTk4wSGOuJ8svgqxoEqfLjDshKQ=w45-h45-p-rp-mo-ba4-br100,Hugo Novoa,Local Guide · 70 opiniones · 41 fotos,Hace un año,Estoy constantemente en el hospital ya que tengo mi familia que es afiliada al seguro social... lo lamentable de todo es que debemos hacer cola con los pacientes aparte de que no se puede conseguir citas médicas y si le dan una....es para…,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUGd0zeSdbCjIuEVPofWI-36jWxOVBPrwZrUCYFvKHQDgNTFyC78Q=w45-h45-p-rp-mo-ba3-br100,LUIS FERNANDO ROSERO MAYANQUER,Local Guide · 19 opiniones · 90 fotos,Hace 2 años,"Dan lástima realmente lo mediocres que son, especialmente una Dra. Ordoñez, traumatologa de emergencias..
Cuando te va a atender lo hace con tremenda mala gana, te hace esperar por…",,Me gusta,5.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUvL_kvb0BtXhjXhJapg35SZBAglhQBCWPVmG3ica8Pkhyzr-wC=w45-h45-p-rp-mo-br100,karen sosa,1 opinión,Hace 10 meses,Pésima atención llamas a preguntar sobre citas y nadie sabe  te dicen valla al hospital vas al hospital y nada mismo y tampoco te ayudan,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocLmvl9229jBc_O-i5bEBMeHxTe0YuhDAnszO8xTLfHPfVj7CRM=w45-h45-p-rp-mo-ba4-br100,Rafael Andrade,Local Guide · 102 opiniones · 7 fotos,Hace 4 años,"Entré por el área de emergencias por una fractura de la pierna. Todos me atendieron muy bien y con una rapidez digna de agradecer. Los médicos muy amables, y me derivaron a cirugía en cuestión de un par de minutos. Lamentablemente no tenían…",,Me gusta,3.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUHMNsNusuBhq46tBshGCRGXU_y3kPD6KrOgilsHY5JovMrLtj1=w45-h45-p-rp-mo-ba3-br100,Luis Sisa,Local Guide · 20 opiniones · 14 fotos,Hace un año,"mala la atención fui a darle el encuentro en ese sitio a mi hijo que estaba en emergencia le pregunté al guardia me envió a la ventanilla pregunté allí me dijo esta en consultorio ya  adentró como siempre con mi educación le saludé  al doctor desde la puerta me dijo salga afuera q le pasa  porque se dentra, casi me pega",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjX4DAy7-yrgNlRgCFhkd-ZZTanDFbGMhLB9xMOxRsIcgLnb3vqb=w45-h45-p-rp-mo-ba2-br100,Bryan Mendoza “EL MANABA”,Local Guide · 15 opiniones · 11 fotos,Hace un año,"Lo peor tengo mi seguro vengo hacer atender Ami hija y tiene de fiebre 39.3 y no me la atienden doctores incompetente lo único me dicen no se le va atender Pésimo #Ecuador
#Iess",,Me gusta,2.0,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocI-vtN9WxKGSdDwWonwIsvVvz0f40j4qsTyRvkPuWv90cQxNQ=w45-h45-p-rp-mo-br100,Erika Condor,1 opinión,Hace 2 años,Nose como puedo hacer para cojer cita con el neurologo del Carlos andrade marin ya madrugo 5 veces con el papel de la derivacion  y lo que me dicen que no hay turnos que vuelva el fin de mes y asi me tienen es para mi hijita que tiene epilepsia y ya nose que mas hacer porque no dan turnos ...,,Me gusta,2.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUlZPwo8XYbZtkWD2Lgg4anG7tdoPoO_LEntjqotHD_TfF0MmXoiw=w45-h45-p-rp-mo-ba4-br100,Oscar Mauricio,Local Guide · 42 opiniones · 129 fotos,Hace 8 meses,No existe comunicación entre guardias y doctores para dar información sobre los pacientes hay que esperar horas para saber algo,,Me gusta,2.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUqMwv3R1i8Br0zeASXFs5RNF2pODP_jA1w78iIKZJg-1-kc6pdRw=w45-h45-p-rp-mo-ba3-br100,Monny,Local Guide · 40 opiniones · 111 fotos,Hace 2 años,Buena atención los profesionales son de primera,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocJQXj_DR8pGsOitXN1WdOIr3oNr36oEzpFM5401m_kTjsPIvQ=w45-h45-p-rp-mo-br100,Martha Kelly,1 opinión,Hace 6 años,"Bueno tango a mi hermano hospitalisado en Neumologia desde la semana anterior, muy Feliz con el trato que el recibe de parte del el personal . Lo unico mal que encuentro en este hospital es las visitas que lo hacen tan complicado y no…",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjX8Q8vAtTaUFHq6k7pQCflyXjSP0LipervobFbSK0L05kyHDlHyTQ=w45-h45-p-rp-mo-ba5-br100,Kenneth Vera,Local Guide · 372 opiniones · 566 fotos,Hace 7 años,Recientemente. fueron acreditados por alcanzar muy altos niveles de calificación en sus modelos de gestión de calidad. Hay que tener en cuenta que las casas de salud superan su capacidad muchas veces por lo que no hay consultas dependiendo de la demanda si no por la capacidad que tiene el hospital.,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjXuQD_sjEpHEHcwtdjFyYfMBII-qNp593i1kV5uw504E8-zhkZI=w45-h45-p-rp-mo-br100,Mercedes Aguilar,7 opiniones,Hace 4 años,"Agradezco mucho al hospital, a los doctores, enfermeras, personal en general, tuve una cirugía y todo estuvo excelente!! Gracias por el gran aporte y el gran cuidado que dan a sus pacientes, aun debo volver por controles y espero que siga así de bueno como me atendieron en la cirugía!!!",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWhaj1O3aggjl9ix_MTtPOksDVLEQMvnzy7mQXorOLULz5UWsx8=w45-h45-p-rp-mo-ba4-br100,Gabriela Morales,Local Guide · 109 opiniones · 151 fotos,Hace 5 años,El hospital es administrado por el Instituto Ecuatoriano de Seguridad Social IESS. Se trata de una instalación de propiedad pública ubicada en el centro de Quito. Ofrece servicios integrales a los individuos cubiertos por la seguridad de la…,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUjiETlwXEDS1-zLVSYr2zcC-402URjgLYhhi3iw62xxYDM-UTGDQ=w45-h45-p-rp-mo-br100,Patricio Novillo,6 opiniones · 1 foto,Hace 4 años,"En el área de Urologia, creen q al aten dernos nos hacen un favor, todos deben cumplir su trabajo y con esmerado trato, y el médico tratante al extender una orden de ingreso a cirugía, de e subir al sistema, en mi caso, en el tercer piso de…",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjUtqXpJYbI0e0MeDwDx0Q2U3rg2SsWPNHLUpiUMA70xkptpEKGs=w45-h45-p-rp-mo-ba4-br100,Rodrigo Morales,Local Guide · 125 opiniones · 57 fotos,Hace 4 años,"Por primera vez en mi vida me realizaron en el mismo dia para pre operatorio examen de sangre , orina , electrocardio grama  Rx  y consulta con medicina interna pero como siempre sigue la insertidumbre espera han pasado nueve meses y cuanto tiempo mas pasara para la cirigia",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjXlYYQp2TmTSdJ5Jp4OhYCwzuuaz_gmgTNArkx5mPjPi8DdjwA=w45-h45-p-rp-mo-br100,WILSON ANDRES AYALA FREIRE,1 opinión,Hace 5 años,"Señores directivos de HCAM los pacientes oncológicos y familiares
seguimos en la incertidumbre porque los equipos se encuentran dañados en radioterapia y no hay profesionales, necesitamos atención prioritaria…",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVGYVSyDykUZJuH1XEwKkkhGyqpGbsASYkJIs7A8IC3aFHBpOH80g=w45-h45-p-rp-mo-br100,Vero Eliza,1 opinión,Hace 2 años,"Necesito ayuda por si alguien sabe,mi papá tiene un tumor cerebral y no hay modo que lo operen,si no lo operan, el tumor va a crecer y va afectar sus movimientos corporales, el es asegurado se llama José Abraham Cayambe Tené,",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocIAnrj2dZHn1gke-3XB-gePXP-n1LepBngNURFUo29YpOFL8w=w45-h45-p-rp-mo-ba4-br100,Rams Del,Local Guide · 66 opiniones · 225 fotos,Hace un año,"Siempre la gente que se dedica a la salud, tendra mis respetos y deseandoles que sigan en esa lucha constante salvando mas personas.",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWoN73lu4Hb_T31-SaHfiH-49Wty9eHh-zNqT9YdUATVLbYd4eO=w45-h45-p-rp-mo-ba5-br100,Marlene Vizuete,Local Guide · 186 opiniones · 177 fotos,Hace 4 años,"Excelente hospital queria agradecerle a los Doctores Palacios,Zoporta y la Doctora Plaza,  mi padre Franklin Vizuete fue operado con gran éxito y a toda la área de Neurocirugía, gracias a las señoritas enfermeras, y a todo el personal que…",,Me gusta,2.0,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocIOkDddV7ASgcezynfKooDVQD_VYTLLK4wJPI8B8PqvhhxGunw=w45-h45-p-rp-mo-br100,Yulia,2 opiniones,Hace 7 años,"Fuí hoy a hacerme atender por sufrir un dolor muy importante en la zona sacro-lumbar, a tal punto la dolencia que camina casi arrastrando los pies. Fuí a emergencia, tardó lo normal, bastante rápido diría yo, pero uego que me revisaron de…",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocKXA_p7PI1y0AKQVXWGinnSRi05q951QYPUwBcSwryR9X-XyA=w45-h45-p-rp-mo-br100,Catalina Vizuete,1 opinión,Hace 4 años,Excelente hospital y muy agradecida con el Dr Palacios y Dra Plaza de neurocirugía excelentes profesionales operaron a mi padre Franklin. Vizuete Viteri de un tumor en la columna y esta super bien caminando Dr. PALACIOS Dios le Pague por…,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXp9CO8h-uwl3Hy_8VoY-D33iQ7q_A8ciD7ajlHBXW76VEYDr1W=w45-h45-p-rp-mo-ba5-br100,Yessie Coronado,Local Guide · 197 opiniones · 252 fotos,Hace 5 años,"Las instalaciones no son adecuadas, son viejas y en mal estado. No existen accesos ni ascensor para las personas que lo podemos usar escaleras o gradas. El. Personal en general atiende de mala gana aún sabiendo que nosotros pagamos por ese…",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUmXoDFIuE-O9mnEGcWztD00VG2K6igcpxUV7LvCNnE1Sn0j6BVFQ=w45-h45-p-rp-mo-br100,Wendy Yadira Rodriguez Gonzalez,2 opiniones,Hace 3 años,"Malo muy malo el servicio de calle center mi padre ingreso muy mal por covid uno y todos estamos angustiados xq por otras razones no podemos estar junto a él, pero aunq llamamos en los horarios establecidos no contestan así te mates…",,Me gusta,2.0,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocI6_Prnai6nDcP2OlzqteR3EFYmAa0BBL7-yVHYd3NjYqjr=w45-h45-p-rp-mo-br100,Mishelle Tobar,1 opinión,Hace 3 años,El peor servicio de enfermería en hospitalización de ginecología y obstetricia. Y hay que tener mucho cuidado con la comida del hospital estuvimos 3 pacientes con infeccion estomacal por la comida.,,Me gusta,5.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVEwtYL9XMYRPRpgt2fsYKvCgtNYBGbnAX0u4cXMkGQOBsbGP9o5A=w45-h45-p-rp-mo-ba3-br100,Cris Enca,Local Guide · 99 opiniones · 2 fotos,Hace 2 años,"Sin lugar a duda la peor atención posible, asegurados que han aportado toda su vida, reciben trato inhumano e indiferente aunque estén muriendo, las licenciadas son inhumanas y maltratan a cualquier familiar que entra en ese lugar, cero…",,Me gusta,6.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjW8w8QibxqXzTa0yRGC1NGucM1jlqHuQzQWsp-gC1-fA5QTCA7MIw=w45-h45-p-rp-mo-ba4-br100,DAMIÁN,Local Guide · 38 opiniones · 264 fotos,Hace 3 años,Cómo es posible que un hospital como este me haya entregado medicamentos caducados con fecha de mayo. Cuando ya está.os septiembre. Que clase de atención hay en este hospital. Tanto que uno paga para que el servicio desde la guardiania sea un completo desastre....,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjVqrR-bLXx3epapqsgBTfAtfKRsNVT3i1IXFZXY9V5PSFkwMRA_=w45-h45-p-rp-mo-ba5-br100,DanyTV,Local Guide · 172 opiniones · 15 fotos,Hace un año,Servicio para los afiliados al IESS saturado casi todo el tiempo. Las instalaciones necesitan mantenimiento.,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjUehs-Ys_f5RwHZPEf9Vwvea41kXlydJEk9hjSpn_alpIRatrvfXg=w45-h45-p-rp-mo-ba3-br100,David Lara,Local Guide · 43 opiniones,Hace un año,El hospital es un lugar sucio y peligroso. Las enfermeras son groseras y el personal médico no tiene ni idea de lo que está haciendo. No recomiendo este hospital a nadie.,,Me gusta,3.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWChivPdImMRMUfh0IxUDrDKN7t9jqTJgkg1GjFlWWP0l0oyKzWzA=w45-h45-p-rp-mo-ba6-br100,Carlos Miranda,"Local Guide · 605 opiniones · 2,252 fotos",Hace 10 meses,"Buena atención, pero no se puede entrar las visitas en emergencia",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjXjjYVXekmKreSvdhQHX2NGWSvGU0zbEWR29pTz1FqTO-bn0SH48w=w45-h45-p-rp-mo-ba3-br100,Margarita Raza,Local Guide · 61 opiniones · 1 foto,Hace 6 años,El personal de vigilancia es muy mal educado no son ágiles para prestar ayuda. Deberían aprender Lo que son en el hospital del Iess del sur. Todo el personal presta atención inmediata.,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocLO0-HcUNGjbAe04rjuzTRcfpKl_NO3KX8isuoSbNDTiC4bvA=w45-h45-p-rp-mo-br100,Angel Calderon,1 opinión,Hace 4 años,"Gracias a los doctores Palacios,Plaza y Zoporta operaron a un gran amigo Franklin Vizuete de un tumor de la columna y esta bien caminando lo que pensamos que iba a quedar mal pero no gracias a Dios y a estos excelentes profesionales eminencia de neurocirugia",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXi1k2inj32T48EJfSZ2o72f7M1hdZHY5IrCd8OwOa-Q8lWRn2G=w45-h45-p-rp-mo-ba4-br100,David Ronquillo,Local Guide · 62 opiniones · 198 fotos,Hace 4 años,"Muy buen servicio, los edificio podrian estar un poco más renovados , pero el servicio medico es muy bueno. El staff medico es de gran ayuda al paciente.",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocLTWP7lCrwH2buo6gvnrJ6sj56azuvqWPmAI3RC7uebbUwhGg=w45-h45-p-rp-mo-br100,ELSA Sanche Valdivieso,2 opiniones,Hace 4 años,No hay PEMETREXED para la quimioterapia . Si mi esposo no la recibe empeorará . En estos tiempos de tanto atraco como es posi le que no haya previsión para enfermos catastróficos. EXPLICACION POR FAVOR¡¡¡¡¡,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocIgqTzUqrIgP8zbK8bK2EAITEwp_vs4jnB2wCqjmLBaJ_HA1A=w45-h45-p-rp-mo-br100,Migdalia Solorzano,1 opinión,Hace 5 años,Una excelente atencion muy   agradecida con el personal medico  estuve internada algunos días la atencion  es buena .Gracias Dra. Davila .por todo   Me realizaron una hablacion  en el corazón  y me siento feliz mi estilo d vida cambio  mil  gracias Dr. Jose  Luis Laso quien me realizo la ablación,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocLwpyXdAN4U8PFfv9GoO4JnrYfM78xZEJpdPVCiZ3KqdLYJ2A=w45-h45-p-rp-mo-br100,Caro Herrera,1 opinión,Hace 4 años,Deberian cambiar a todo el personal de call center son maleducados y groseros  q pena q le hagan quedar mal al hospital no pueden resolver una pregunta y solo cuelgan el telefono  no tienen respesto,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocKv35LhviU8t61Mz-bYoIbKST_sDgSz6H6a8z1uhrDe2Y3gRdy1=w45-h45-p-rp-mo-ba4-br100,Ximena peña,Local Guide · 113 opiniones · 327 fotos,Hace 5 años,"Hospital de tercer nivel atiene en hospitalización las 24 hrs!
Personal calificado ! Enfermeras muy cordiales y áreas muy controladas por guardias de seguridad !",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjUbY6WcKtvX3iNCxpeQ8sk10VdZyEUgAgAV4LYhkUEWMnVCKJD5bw=w45-h45-p-rp-mo-ba5-br100,Juan Pablo Cevallos,Local Guide · 311 opiniones · 130 fotos,Hace un año,Buena atención aunque para los turnos es difícil. Deberían tener un detector de metales para controlar las personas que ingresan.,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjWlnjNDw2whxeAV8rvwOnZ0uqUJ0BSlj55kxdLAwnfVbrKaadD-hA=w45-h45-p-rp-mo-ba5-br100,Fernando Valdivieso N,Local Guide · 411 opiniones · 502 fotos,Hace 2 años,"La atención lamentablemente es lenta, no hay medicinas y el trato a pacientes y familiares es poco adecuado, en emergencias. 😔👎…",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXPSQcHkB_LDRaRtblyBjJRZAv1hWZqSr4PW_Ab-lAVo7XXdwsI=w45-h45-p-rp-mo-br100,Juliana Vicente,1 opinión,Hace 3 años,"He llamada por call center opción 0 y me han tratado de forma hostil esto es muy duro para mi soy paciente de oncología y me encuentro en controles, por favor cual ha sido mi delito para tal maltrato y no es la primero vez que pasa",,Me gusta,2.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVX9ATd_pAQrCTwIqGpbw4h2QOHdoSpn3mchZJFTlsljLckThXe=w45-h45-p-rp-mo-ba3-br100,Cristian Vizuete,Local Guide · 69 opiniones · 38 fotos,Hace 4 años,"Totalmente agradecido  con 3 doctores DR PALACIOS, DRA PLAZA Y DR ZOPORTA de neurocirugía...muy buen servicio le operaron a mi padre y lo hicieron excelente y los resultados totalmente positivos",,Me gusta,2.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVfyxRFQ9FMoFHspEAidQnPPo_UG0U4zEFehK1FuoNuHfob-Xbr_A=w45-h45-p-rp-mo-ba4-br100,Javier Ricardo zambrano Basurto,Local Guide · 111 opiniones · 365 fotos,Hace 2 años,Yo me hago chequeos generales hay super bien la atención para mi si en buen lugar para emergencia,,Me gusta,3.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjWsKduoZvIGIWqtUsqTPv5nVY6WrDQejWB-ded2M7Vp3G0TGQcwDw=w45-h45-p-rp-mo-ba4-br100,Ruben Dario Avila Cueva,Local Guide · 85 opiniones · 35 fotos,Hace un año,La atención médica excelente lastimosamente no hay todas las medicinas,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocJvpSkdskuF5HsLqvh5g2BetQD89OgP-iFbBK5hqug-QsuCRg=w45-h45-p-rp-mo-br100,andry gonzalez,2 opiniones,Hace 9 meses,Buena atención fui con un familiar grabé lo atendieron al instante,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjUCeee5Bg-MVsV6CUjObyKSs9bx22IGj_Mb1VS6gtI4Cy-FcL9v=w45-h45-p-rp-mo-ba4-br100,Andres Villegas,Local Guide · 127 opiniones · 40 fotos,Hace un año,Muchas veces los equipos están en mal estado generando problemas para los usuarios y los médicos,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjW3R6SRDp_XSyGp9dN17FBtOSDhAVr98wSemF158uMdfoSySnGx=w45-h45-p-rp-mo-br100,Ibañez Lara Steveen Joel,1 opinión · 1 foto,Hace un año,"Excelente hospital, salvaron la vida de mi hermana",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a/ACg8ocKk2t4ue0QnjtGTp9p999oMI_Y3qvi_uYUaxJR8ocZFhJwb=w45-h45-p-rp-mo-ba2-br100,Holger Moreira,Local Guide · 17 opiniones · 1 foto,Hace 5 años,Hospital Carlos Andrade Marin (HCAM) del IESS ubicado al centro norte de Quito. A pocas cuadra del parque el Ejido y de la Iniversidad Central . A una cuadra de la avenida America y en esta la parada del IESS del metro.El mas completo de los Hospitales del IESS de Quito,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjUK3pf02WpwVZuEfAE-ujS9et2v9gQL1ixJtDL21WTbDqgiX7BX=w45-h45-p-rp-mo-ba4-br100,Remigio Ismael Cuichán G.,Local Guide · 96 opiniones · 164 fotos,Hace 3 años,"Buena atencion para niños, considerando la Pandemia en el área de pediatría se manejan buenos protocolos cuando detectan pasientes con covid,...",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocLxgh8dU_2ZkTeMjmCEzYB4DQtsrVP5jyQfHq6-Ni2vaAkg6g=w45-h45-p-rp-mo-br100,Diego Cayan,2 opiniones,Hace un año,La atencion es rapida y tiene especialistas para lo que se requiere,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a/ACg8ocLKLkDbIID9UvF6b5iswk6McOYSAbYyUv-pUQhRCIEsKfBIEg=w45-h45-p-rp-mo-br100,Mirian Cargua,1 opinión,Hace 4 años,Gracias a los Dr Palacios Dra Plaza y Dr Zoporta por el excelente profesionalismo operaron a mi amigo Franklin Vizuete  de un tumor de la columna y se encuentra muy bien muchas gracias,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXN8eN3VBVe3en_kaL2VBKA9W_TlhbjZOutkaOYqv91EmDznFPkTg=w45-h45-p-rp-mo-ba4-br100,MERCY LÓPEZ,Local Guide · 169 opiniones · 63 fotos,Hace un año,"Bueno el hospital andrade Marin es bien amplió,  y atiende a miles de personas 🤷…",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjWzbh3SQUP16mWN4ZDktiaoOKjEtyRkKldIkqwiX8Jdry6LGOlw=w45-h45-p-rp-mo-br100,FRANKLIN VIZUETE,3 opiniones,Hace 4 años,"Dios los bendiga y proteja en especial a neurocirugia son una eminencia. Excelentes profecinales, gracias por devolver la vida a las personas.",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjW4M75TqoeEnw30wph0NV0X6xwoPbRBVCBeLlsi4lP0zOvJAe4S=w45-h45-p-rp-mo-br100,Oswaldo Chiguano Pallo,1 opinión · 1 foto,Hace 7 años,FELICITACIONES A LOS DOCTES DE CIRUGÍA QUIENES OPERARON BIEN QUE LOGRÓ SANAR MI CÑADO JORGE ALCIDES NEGREETE GRACIAS POR BRINDAR TODO RECUPERÓ Y SE ENCUENTRA BIEN QUE SIGAN SALVANDO LA VIDA,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXZLIPpqoDbCM9me33qQK7e1PCuXc02ZMTsEhARhDP3okTv0h6t1A=w45-h45-p-rp-mo-ba4-br100,Ricardo Navarrete Palacios,Local Guide · 100 opiniones · 81 fotos,Hace 2 años,Un excelente hospital. Lleno con los mejores profesionales del país.,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjXP-McD6m1iP9joct2WLyIrkjAp4HCa2sHCrtFp4Y7dpUSPapUk8A=w45-h45-p-rp-mo-ba3-br100,Diego Arauz,Local Guide · 5 opiniones · 102 fotos,Hace 4 años,"Las agendas de las citas son mal hechas por que hacen esperar mucho a los usuarios, en mi caso espere tres horas y no me parece bien esperar mucho tiempo.",,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjXSocJ62nEBeCjENAHW7oJpNBgqLGSMHp50ktGMk-nsTgB0t8I=w45-h45-p-rp-mo-br100,Lourdes Margarita,5 opiniones · 4 fotos,Hace 2 años,"La atención es pésima ,los doctores no atienden en el  horario efectuado del turno .",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjW89r5nN3iSxwJdXxkVgPFCMytW_tJag-4CXoiiuc2qovWd-x5Y_w=w45-h45-p-rp-mo-ba5-br100,Arelis Monasterio,Local Guide · 212 opiniones · 198 fotos,Hace un año,Fui a talento humano y la segunda persona que me atendió me dio buenas respuestas y me ayuda. Gracias,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjV09JqUgtxdNP8clhpJO50K92IWuQRkMlbNFV10MU_g3pdWaisocg=w45-h45-p-rp-mo-ba6-br100,Eduardo Yaguar,"Local Guide · 638 opiniones · 1,139 fotos",Hace 6 años,Es uno de los mejores Hospitales Públicos del país por ende es muy concurrido pero tengo buenas experiencias de atención en el mismo,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjVMWLuwad3XDpXQHkEBLPhuSFqXA1tUglR0gDIm6gmAMf-C6_8f=w45-h45-p-rp-mo-br100,Boris Aráuz,5 opiniones,Hace 9 meses,Muy buenos enfermeros,,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjWwLf-WGV6mPKfdioGRlK6Xv8M9Z5ezVd6EgebzC1QSyD_uWV_P=w45-h45-p-rp-mo-ba5-br100,Hector Espinoza,Local Guide · 297 opiniones · 587 fotos,Hace 5 años,Es una excelente Institucion de Salud. Tecnologia de Punta y Profesionales de muy alto nivel.,,Me gusta,1.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjU15lkKuImst6kZoYBDbdoyz5otjYxKBNw-jYLsV2qCO5TjlbGW=w45-h45-p-rp-mo-ba5-br100,Robert Beltran,Local Guide · 543 opiniones · 712 fotos,Hace un año,"Es la mejor instalación de salud del IESS, desafortunadamente arrastra los problemas de la institución.",,,,,Compartir,Me gusta,,,
https://lh3.googleusercontent.com/a-/ALV-UjXK2VIcCBSbv5x4Ag5LKi2BH_4hf6uyfoD4uN13B61Kos2AvvA=w45-h45-p-rp-mo-ba2-br100,Jorge Guerra,Local Guide · 23 opiniones · 3 fotos,Hace 4 años,"Pésima atencion la persona que está en emergencia es un completo patán y prepotente, la atención un completo desastre",,Me gusta,3.0,,Compartir,,,,
https://lh3.googleusercontent.com/a-/ALV-UjV3c8amrdhwxRITd6qpmazO70NSC7E63DSt07L-06Hvh9u3jHZLJg=w45-h45-p-rp-mo-ba5-br100,W iesby,Local Guide · 69 opiniones · 972 fotos,Hace 7 años,"Que desmejorado está el servicio... demaciados pasantes, sin sillas en las salas de espera, demora en la atención... horrible",,Me gusta,1.0,,Compartir,,,,
