wiI7pd,comentarios_traducidos,clasificacion
complicado la atención tanto al  el personal medico  el ingreso esta custodiado por guardias para nada amables mala información prepotentes groseros patanes una total porquería deberían primero saber a quien contratan para,"I have been waiting for attention for more than a year and when I finally manage to get it, they tell me to wait on the list to get the prosthesis on my hip. The pain is not relieved by anything. I am a teacher. What kind of quality of life do they offer me?",positivo
llevo más de un año esperando atención y cuando por fin logro hacerme atender me dicen que espere en la lista para ponerme la prótesis en mi cadera el dolor no alivia con nada soy docente qué clase de calidad de vida me ofrecen  con,"I understand that since it is a public insurance hospital, there is not a good disposition towards the staff, but it is important to understand the service and not just see how a job when that is",positivo
excelentes médicos un poco lenta la atención pero resuelven problemas,"Excellent doctors, attention is a little slow but they solve problems",positivo
despues que tenga agendada su cita y el médico no haya renunciado lo atienden con normalidad la rutina  en todo sitio público,"After your appointment is scheduled and the doctor has not resigned, you are treated normally in the routine in any public place.",positivo
tristemente este hospital es  el hospital con los mejores profesionales  a los otros hospitales si bien es cierto la gente que viene al hospital andrade marín son personas con recursos muy bajos por ende los,"Sadly, this hospital is the hospital with the best professionals compared to other hospitals, although it is true that the people who come to the Andrade Marín hospital are people with very low resources, therefore",positivo
entiendo que al tratarse de un hospital del seguro público no se tenga una buena disposición con el personal de  pero es importante entender el servicio al que  y no solo ver cómo un trabajo cuando eso se,The service is terrible. I went with my mother and we spent more than half a day having a fracture treated. I don't know what we are paying for.,negativo
la atención de las enfermeras es pésima  a otros hospitales del estado literalmente no hay espacio y las enfermeras tienen que encargarse de varios pacientes al mismo tiempo todo el servicio es lento entrar ahí es literalmente una lotería,"I am constantly in the hospital since my family is affiliated with social security. The unfortunate thing about it all is that we have to wait in line with patients, apart from the fact that you cannot get medical appointments and if they give you ones to",negativo
el sevicio es pesimo fui con mi mama y pasamos mas de medio dia para que atendieran una fractura no se para que estamos pagando,"It has too many flaws, despite the contributions of its members, they cannot access the timely care they deserve, they have to wait months for an appointment and they play with the health of the users, many cannot resist the wait.",positivo
tiene demasiadas falencias a pesar de los aportes de sus afiliados no se puede acceder a la atención oportuna  que se merecen se tiene que esperar meses para una cita y se juega con la salud de los usuarios muchos no resisten la espera,"Complicated care for both medical staff and the entrance is guarded by guards who are not at all friendly, have poor information, are arrogant, rude, and totally rubbish. They should first know who they hire for",negativo
estoy constantemente en el hospital ya que tengo mi familia que es afiliada al seguro social lo lamentable de todo es que debemos hacer cola con los pacientes aparte de que no se puede conseguir citas médicas y si le dan unaes para,"Terrible attention, you call to ask about appointments and no one knows, they tell you to go to the hospital, you go to the hospital and nothing happens and they don't help you either.",negativo
"dan lástima realmente lo mediocres que son especialmente una dra ordoñez traumatologa de emergencias
cuando te va a atender lo hace con tremenda mala gana te hace esperar por","I entered the emergency room for a leg fracture, everyone treated me very well and with a speed worthy of gratitude, the very kind doctors and they referred me to surgery in a matter of a couple of minutes, unfortunately they did not have any.",positivo
pésima atención llamas a preguntar sobre citas y nadie sabe  te dicen valla al hospital vas al hospital y nada mismo y tampoco te ayudan,"The nursing care is terrible. In other hospitals in the state, there is literally no space and the nurses have to take care of several patients at the same time. The entire service is slow. Getting in there is literally a lottery.",negativo
entré por el área de emergencias por una fractura de la pierna todos me atendieron muy bien y con una rapidez digna de agradecer los médicos muy amables y me derivaron a cirugía en cuestión de un par de minutos lamentablemente no tenían,"It's really sad how mediocre they are, especially Dr. Ordoñez, an emergency traumatologist.
When he goes to serve you, he does it with tremendous reluctance, he makes you wait for",negativo
mala la atención fui a darle el encuentro en ese sitio a mi hijo que estaba en emergencia le pregunté al guardia me envió a la ventanilla pregunté allí me dijo esta en consultorio ya   siempre con mi educación le saludé  al doctor desde la puerta me dijo salga afuera q le pasa  porque se dentra casi me pega,"The worst thing is, I have my insurance, I come to have my daughter treated and she has a fever of 393 and the doctors don't treat her. The only thing they tell me is that she won't be treated. Terrible Ecuador.
iess",negativo
"lo peor tengo mi seguro vengo hacer atender ami hija y tiene de fiebre 393 y no me la atienden doctores  lo único me dicen no se le va atender pésimo ecuador
iess","The worst thing is, I have my insurance, I come to have my daughter treated and she has a fever of 393 and the doctors don't treat her. The only thing they tell me is that she won't be treated. Terrible Ecuador.
iess",negativo
puedo hacer para cojer cita con el neurologo del carlos andrade marin ya madrugo 5 veces con el papel de la derivacion  y lo que me dicen que no hay turnos que vuelva el fin de mes y asi me tienen es para mi hijita que tiene epilepsia y ya nose que mas hacer porque no dan turnos,not between guards and doctors to give information about patients you have to wait hours to find out something,neutro
no  entre guardias y doctores para dar información sobre los pacientes hay que esperar horas para saber algo,"good service, professionals are top notch",positivo
buena atención los profesionales son de primera,"They were recently accredited for achieving very high levels of qualification in their quality management models. It must be taken into account that health homes exceed their capacity many times, so there are no consultations depending on demand but rather on the capacity of the hospital. hospital",positivo
bueno tango a mi hermano hospitalisado en neumologia desde la semana anterior muy feliz con el trato que el recibe de parte del el personal  lo unico mal que encuentro en este hospital es las visitas que lo hacen  y no,"Well, I have my brother hospitalized in pulmonology since the previous week, very happy with the treatment he receives from the staff. The only bad thing I find in this hospital is the visitors who do it and don't.",positivo
recientemente fueron acreditados por alcanzar muy altos niveles de calificación en sus modelos de gestión de calidad hay que tener en cuenta que las casas de salud superan su capacidad muchas veces por lo que no hay consultas dependiendo de la demanda si no por la capacidad que tiene el hospital,"I am very grateful to the hospital, to the doctors, nurses, general staff, I had a surgery and everything was excellent, thank you for the great contribution and the great care you give to your patients. I still have to go back for checkups and I hope it continues like this. They treated me in the surgery.",positivo
agradezco mucho al hospital a los doctores enfermeras personal en general tuve una cirugía y todo estuvo excelente gracias por el gran aporte y el gran cuidado que dan a sus pacientes aun debo volver por controles y espero que siga así de  me atendieron en la cirugía,"What can I do to make an appointment with the neurologist at Carlos Andrade Marin? I have already gotten up early 5 times with the referral paper and what they tell me is that there are no appointments available, that I come back at the end of the month and that's how they have me. It's for my daughter who has epilepsy and I don't know what else to do because they don't give appointments.",positivo
el hospital es administrado por el instituto ecuatoriano de seguridad social iess se trata de una instalación de propiedad pública ubicada en el centro de quito ofrece servicios integrales a los individuos cubiertos por la seguridad de la,The hospital is managed by the Ecuadorian Social Security Institute IESS. It is a publicly owned facility located in the center of Quito. It offers comprehensive services to individuals covered by the security of the,positivo
en el área de urologia creen q al aten dernos nos hacen un favor todos deben cumplir su trabajo y con esmerado trato y el médico tratante al extender una orden de ingreso a cirugía de e subir al sistema en mi caso en el tercer piso de,"In the area of ​​urology they believe that by treating us they are doing us a favor, everyone must do their job and with careful treatment and the treating doctor by issuing an order for admission to surgery and uploading to the system in my case on the third floor of",negativo
por primera vez en mi vida me realizaron en el mismo dia para pre operatorio examen de sangre  orina  electrocardio grama  rx  y consulta con medicina interna  siempre sigue la insertidumbre espera han pasado nueve meses y cuanto tiempo mas pasara para la cirigia,I need help in case anyone knows my dad has a brain tumor and there is no way he can be operated on if he is not operated on the tumor will grow and affect his body movements he is insured his name is José Abraham Cayambe I have,neutro
"señores directivos de hcam los pacientes oncológicos y familiares
seguimos en la incertidumbre porque los equipos se encuentran dañados en radioterapia y no hay profesionales necesitamos atención prioritaria",The people who are dedicated to health will always have my respect and I wish them to continue in this constant fight saving more people,positivo
necesito ayuda por si alguien sabemi papá tiene un tumor cerebral y no hay modo que lo operensi no lo operan el tumor va a crecer y va afectar sus movimientos corporales el es asegurado se llama josé abraham cayambe tené,excellent hospital I wanted to thank doctors Palacioszoporta and Doctor Plaza my father Franklin Vizuete was operated on with great success and the entire neurosurgery area thanks to the ladies nurses and all the staff who,positivo
siempre la gente que se dedica a la salud tendra mis respetos y deseandoles que sigan en esa lucha constante salvando mas personas,"gentlemen, directors of hcam, oncology patients and families
We are still in uncertainty because the equipment is damaged in radiotherapy and there are no professionals, we need priority attention",neutro
excelente hospital queria agradecerle a los doctores palacioszoporta y la doctora plaza  mi padre franklin vizuete fue operado con gran éxito y a toda la área de neurocirugía gracias a las señoritas enfermeras y a todo el personal que,"I went today to have myself treated for suffering from very significant pain in the lumbosacral area to the point that the pain made me walk almost dragging my feet. I went to the emergency room, it took as long as normal, quite quickly, I would say, but after they checked me out",positivo
fuí hoy a hacerme atender por sufrir un dolor muy importante en la zona sacrolumbar a tal punto la dolencia que camina casi arrastrando los pies fuí a emergencia tardó lo normal bastante rápido diría yo pero uego que me revisaron de,"the worst nursing service in gynecology and obstetrics hospitalization and you have to be very careful with the hospital, we had 3 patients with stomach infection due to",negativo
excelente hospital y muy agradecida con el dr palacios y dra plaza de neurocirugía excelentes profesionales operaron a mi padre franklin vizuete viteri de un tumor en la columna y esta super bien caminando dr palacios dios le pague por,"Without a doubt, the worst possible care. Insured people who have provided their entire lives receive inhumane and indifferent treatment even though they are dying. The graduates are inhumane and mistreat any family member who enters that zero place.",negativo
las instalaciones no son adecuadas son viejas y en mal estado no existen accesos ni ascensor para las personas que lo podemos usar escaleras o gradas el personal en general atiende de mala gana aún sabiendo que nosotros pagamos por ese,"How is it possible that someone has given me expired medications dated May when it is already September, what kind of care is there in this hospital so much that one pays for the service from the guardianship to be a disaster?",positivo
malo muy malo el servicio de calle center mi padre ingreso muy mal por covid uno y todos estamos angustiados xq por otras razones no podemos estar junto a él pero aunq llamamos en los horarios establecidos no contestan así te mates,bad very bad the street center service my father admitted very badly due to covid one and we are all distressed because for other reasons we cannot be with him but even though we call at the established times they do not answer so you kill yourself,negativo
el peor servicio de enfermería en hospitalización de ginecología y obstetricia y hay que tener mucho cuidado con  del hospital estuvimos 3 pacientes con infeccion estomacal por,"Excellent hospital and very grateful to Dr Palacios and Dr Plaza of Neurosurgery, excellent professionals. They operated on my father, Franklin Vizuete Viteri, for a tumor in his spine and he is doing very well walking. Dr Palacios, God bless him.",positivo
sin lugar a duda la peor atención posible asegurados que han aportado toda su vida reciben trato inhumano e indiferente aunque estén muriendo las licenciadas son inhumanas y maltratan a cualquier familiar que entra en ese lugar cero,"For the first time in my life, I had a pre-operative blood test, urine, electrocardiogram, RX, and consultation with internal medicine on the same day, the insertion always follows. Wait, nine months have passed and how much more time will it take for the surgery?",positivo
cómo es posible que un  este me haya entregado medicamentos caducados con fecha de mayo cuando ya estáos septiembre que clase de atención hay en este hospital tanto que uno paga para que el servicio desde la guardiania sea  desastre,service for IESS members saturated almost all the time the facilities need maintenance,neutro
servicio para los afiliados al iess saturado casi todo el tiempo las instalaciones necesitan mantenimiento,The hospital is a dirty and dangerous place the nurses are rude and the medical staff have no idea what they are doing this hospital is not to anyone,negativo
el hospital es un lugar sucio y peligroso las enfermeras son groseras y el personal médico no tiene ni idea de lo que está haciendo no  este hospital a nadie,"The security staff is very rude, they are not quick to provide help, they should learn what they are like at the IESS del Sur hospital, all the staff pay immediate attention.",negativo
buena atención pero no se puede entrar las visitas en emergencia,"The facilities are not adequate, they are old and in poor condition. There are no entrances or elevators for people who can use stairs or steps. The staff in general serve us reluctantly even though they know that we pay for it.",negativo
el personal de vigilancia es muy mal educado no son ágiles para prestar ayuda deberían aprender lo que son en el hospital del iess del sur todo el personal presta atención inmediata,very good service the building could be a little more renovated but the medical service is very good the medical staff is very helpful to the patient,positivo
gracias a los doctores palaciosplaza y zoporta operaron a un gran amigo franklin vizuete de un tumor de la columna y esta bien caminando lo que pensamos que iba a quedar mal pero no gracias a dios y a estos excelentes profesionales eminencia de neurocirugia,"Excellent care, very grateful to the medical staff. I was hospitalized for a few days. The care is good. Thank you, Dr. Davila, for everything. They spoke to my heart and I feel happy. My lifestyle changed. Thank you very much. Dr. Jose Luis Laso, who performed the ablation on me.",positivo
muy buen servicio los edificio podrian estar un poco más renovados  pero el servicio medico es muy bueno el staff medico es de gran ayuda al paciente,good care but emergency visits cannot be admitted,positivo
no hay pemetrexed para la quimioterapia  si mi esposo no la recibe empeorará  en estos tiempos de tanto  es posi le que no haya previsión para enfermos catastróficos explicacion por favor,"Thanks to doctors Palaciosplaza and Zoporta, they operated on a great friend Franklin Vizuete for a spinal tumor and he is walking well, what we thought was going to be bad but no thanks to God and these excellent professionals, eminence of neurosurgery.",positivo
una excelente atencion muy   agradecida con el personal medico  estuve internada algunos días la atencion  es buena gracias dra davila por todo   me realizaron una hablacion  en el corazón  y me siento feliz mi estilo d vida cambio  mil  gracias dr jose  luis laso quien me realizo la ablación,"tertiary hospital provides 24-hour hospitalization
qualified staff, very friendly nurses and areas very controlled by security guards",positivo
deberian cambiar a todo el personal de call center son maleducados y groseros  q pena q le hagan quedar mal al hospital no pueden resolver una pregunta y solo cuelgan el telefono  no tienen respesto,"Unfortunately, care is slow, there are no medicines and the treatment of patients and family members is inadequate in emergencies.",negativo
"hospital de tercer nivel atiene en hospitalización las 24 hrs
personal calificado  enfermeras muy cordiales y áreas muy controladas por guardias de seguridad","They should change all the call center staff, they are rude and rude, it's a shame that they make the hospital look bad, they can't solve a question and just hang up the phone, they have no respect.",negativo
buena atención aunque para los turnos es difícil deberían tener un detector de metales para controlar las personas que ingresan,"I do general checkups, the care is super good for me, yes, it is a good place for an emergency.",positivo
la atención lamentablemente es lenta no hay medicinas y el trato a pacientes y familiares es poco adecuado en emergencias,"I have called through the call center option 0 and they have treated me in a hostile manner. This is very hard for me. I am an oncology patient and I am undergoing controls. Please, what has been my crime for such abuse and it is not the first time it has happened.",negativo
he llamada por call center opción 0 y me han tratado de forma hostil esto es muy duro para mi soy paciente de oncología y me encuentro en controles por favor cual ha sido mi delito para tal maltrato y no es la primero vez que pasa,"There is no pemetrexed for chemotherapy. If my husband does not receive it, he will get worse. In these times of so many possibilities, there is no provision for catastrophic patients. Please explain.",positivo
totalmente agradecido  con 3 doctores dr palacios dra plaza y dr zoporta de neurocirugíamuy buen servicio le operaron a mi padre y lo hicieron excelente y los resultados totalmente positivos,excellent medical care unfortunately not all medicines are available,positivo
yo me hago chequeos generales hay super bien la atención para mi si en buen lugar para emergencia,good service I went with a family member I recorded it they attended to it instantly,positivo
la atención médica excelente lastimosamente no hay todas las medicinas,"Totally grateful to 3 doctors Dr Palacios, Dra Plaza and Dr Zoporta from Neurosurgery. Very good service. They operated on my father and they did it excellently and the results were totally positive.",positivo
buena atención fui con un familiar grabé lo atendieron al instante,"Many times the equipment is in poor condition, generating problems for users and doctors.",positivo
muchas veces los equipos están en mal estado generando problemas para los usuarios y los médicos,good service although it is difficult for the shifts they should have a metal detector to control the people who enter,positivo
excelente hospital salvaron la vida de mi hermana,"Carlos Andrade Marin Hcam Hospital of the IESS located in the north center of Quito, a few blocks from El Ejido Park and the Central University, one block from Avenida América and here is the IESS stop of the Metroel of the IESS Hospitals of Quito.",negativo
hospital carlos andrade marin hcam del iess ubicado al centro norte de quito a pocas cuadra del parque el ejido y de la iniversidad central  a una cuadra de la avenida america y en esta la parada del iess del metroel  de los hospitales del iess de quito,"good care for children considering the pandemic in the pediatric area, good protocols are managed when patients with covid are detected",positivo
buena atencion para niños considerando la pandemia en el área de pediatría se manejan buenos protocolos cuando detectan pasientes con covid,The attention is fast and has specialists for what is required,positivo
la atencion es rapida y tiene especialistas para lo que se requiere,excellent hospital they saved my sister's life,positivo
gracias a los dr palacios dra plaza y dr zoporta por el excelente profesionalismo operaron a mi amigo franklin vizuete  de un tumor de la columna y se encuentra muy bien muchas gracias,"God bless and protect you, especially neurosurgery, you are an eminence, excellent professionals, thank you for giving people back life.",positivo
bueno el hospital andrade marin es bien amplió  y atiende a miles de personas,"Thanks to Dr Palacios, Dra Plaza and Dr Zoporta for their excellent professionalism, they operated on my friend Franklin Vizuete for a spinal tumor and he is feeling very well. Thank you very much.",positivo
dios los bendiga y proteja en especial a neurocirugia son una eminencia excelentes profecinales gracias por devolver la vida a las personas,"Well, the Andrade Marin hospital is well expanded and serves thousands of people.",neutro
felicitaciones a los doctes de cirugía quienes operaron bien que logró sanar mi cñado jorge alcides negreete gracias por brindar todo recuperó y se encuentra bien que sigan salvando la vida,an excellent hospital filled with the best professionals in the country,positivo
un excelente hospital lleno con los mejores profesionales del país,"I went to human talent and the second person who helped me gave me good answers and helped me, thank you",positivo
las agendas de las citas son mal hechas por que hacen esperar mucho a los usuarios en mi caso espere tres horas y no me parece bien esperar mucho tiempo,"The appointment schedules are poorly made because they make users wait a long time. In my case, I waited three hours and I don't think it's good to wait a long time.",positivo
la atención es pésima los doctores no atienden en el  horario efectuado del turno,"The care is terrible, the doctors do not attend during the scheduled shift hours.",negativo
fui a talento humano y la segunda persona que me atendió me dio buenas respuestas y me ayuda gracias,very good nurses,positivo
es uno de los mejores hospitales públicos del país por ende es muy concurrido pero tengo buenas experiencias de atención en el mismo,"Congratulations to the surgery doctors who operated well, my brother-in-law Jorge Alcides Negreete managed to heal, thank you for providing everything he recovered and is well, continue to save his life",neutro
muy buenos enfermeros,It is an excellent health institution with cutting-edge technology and very high-level professionals.,positivo
es una excelente institucion de salud tecnologia de punta y profesionales de muy alto nivel,"How poor the service is, too many interns without chairs in the waiting rooms, delay in horrible attention",negativo
es la mejor instalación de salud del iess desafortunadamente arrastra los problemas de la institución,"Terrible attention, the person who is in an emergency is a jerk and arrogant, the attention is disaster",negativo
pésima atencion la persona que está en emergencia es  patán y prepotente la atención  desastre,"It is the best health facility in the IESS, unfortunately it drags down the problems of the institution",positivo
que desmejorado está el servicio demaciados pasantes sin sillas en las salas de espera demora en la atención horrible,"iess social security hospital
with patience you receive good care",positivo
"hospital del iess seguro social
con paciencia se recibe buena atención","very good care, they helped me with everything I needed during hospitalization, they are excellent",positivo
muy buena atención me ayudaron en todo lo que necesite en hospitalización son excelentes,"It is one of the best public hospitals in the country, therefore it is very busy but I have good experiences of care there.",positivo
al estar hospitalados le dan una habitación lo cual las enfermeras se me robaron mi cobija y quería que pague yo justicia,"When we were hospitalized, they gave him a room, which the nurses stole my blanket and wanted me to pay justice.",neutro
la atencio es de primera me realisaron dos cirujias muy delicadas gracias dr aulestia,It has ample parking and its facilities are very safe to travel with peace of mind.,positivo
hay buenos profesionales  pero atienden a una infinidad de pacientes  nosotros apoyemos la salud con un poco de tolerancia,There are good professionals but they care for countless patients. Let's support health with a little tolerance.,positivo
tiene amplio parqueadero y sus instalaciones son muy seguras para transitar con tranquilidad,"Good afternoon, please, I want to know the time and day of delivery of appointments for the desintometry service, thank you",positivo
buenas tardes por favor quiero saber la hora y día de entrega de turnos para el servicio de desintometria gracias,good attention and good service to customers,positivo
buen atención y buen servir a los clientes,a good place 5 stars,positivo
"en atención le daría un4 de 5
en salud 4
coordinación 4
seguridad 5",It is a public hospital that meets all the necessary standards in case of an emergency and also has care from any specialty.,neutro
atención buena lo malo los insumos no tienen,"The attention is first class. They performed two very delicate surgeries on me, thanks to Dr. Aulestia.",positivo
cumpleaños de papazote,excellent very nice place,positivo
un buen lugar 5 estrellas,excellent care in dental emergencies totally appreciated,positivo
es un hospital público que cumple con todos los estándares necesarios en caso de una emergencia además cuenta con la atención de cualquier especialidad,"It is a hospital that lacks friendliness, there are staff who are rude and there is no necessary material",negativo
excelente  lugar muy bonito,"Personally, it is good attention, the only thing that is a little bad is in the food and what it is in attention is perfect",positivo
excelente atención en emergencias odontológicas totalmente agradecida,"Good attention, the bad thing is that the supplies are not available",negativo
es un hospital q carece de amabilidad existe personal q es grosero y no hay material necesario,"hospital for members of the social system of Ecuador, good care with very qualified doctors",positivo
en lo personal es una buena atencion lo unico q es un poquito malo es en la alimentacion y lo q es en atencion es perfecta,What a relief to wait 4 hours for them to give you tremendous ibuprofen medication,positivo
hospital para afiliados al sistema social del ecuadorbuena atención con médicos muy calificados,a good place 5 stars,positivo
que relajo de atención esperar 4 horas para que te den tremenda medicación ibuprofeno,"I'm calling this hospital number and no one answers, it rings and rings and nothing.",neutro
buen lugar buena atención no tiene parqueadero,excellent service in all the services that have provided me,positivo
podrían mejorar el sistema de citas,"In terms of attention I would give it a 4 out of 5
in health 4
coordination 4
security 5",neutro
excelente lugar pero no hay medicina,good place good service no parking,positivo
estoy que llamo a este numero del hospital y nadie contesta timbra y timbra y nada,They could improve the appointment system,neutro
excelente atención en todos los servicios que me han atendido,excellent place but there is no medicine,positivo
muy lento un trato malo,very good professionals,positivo
muy buenos profesionales,There is a lot of negligence in this hospital,neutro
existe mucha negligencia en este hospital,very slow bad treatment,negativo
un hospital con tecnología y personal en constante cambio para una mejor atención,a hospital with constantly changing technology and personnel for better care,positivo
me han atendido con amabilidad y profesionalismo y agilidad,"They have treated me with kindness, professionalism and agility",neutro
es mi lugar de trabajo es un hospital impresionante,There are still things to improve but what has already been done seems good to me.,positivo
un lugar acogedor maravilloso,a wonderful cozy place,positivo
"se demora la atención
por lo demás excelente","attention is delayed
otherwise excellent",positivo
faltan cosas por mejorar pero me parece bien lo que ya se ha hecho,There is still a long way to go for quality care. I recognize that there are improvements and good progress.,positivo
todavía falta mucho para una atención de calidad reconozco que hay mejoras y buenos avances,The service is not excellent but it has improved a lot compared to previous years,negativo
el servicio no es excelente pero ha mejorado mucho con respecto a años pasados,first class care despite lack of medicines,positivo
atención de primera a pesar de la falta de medicamentos,so far good service and quick entry,positivo
hasta ahora buena atencion y rapido ingreso,excelent service,neutro
exelente servicio,it can be better,positivo
puede mejorar,"It is my workplace, it is an impressive hospital.",positivo
no hay un buen trato empezando desde el guardia de la entrada,good atmosphere,positivo
buen ambiente,there is no good treatment starting from the guard at the entrance,negativo
falta empatía,lack empathy,neutro
el hospital tradicional del seguro social ecuatoriano,the traditional Ecuadorian social security hospital,positivo
a veces no brindan una atención ágil y oportuna,sometimes they do not provide prompt and timely attention,neutro
no quiero seguir a ki  quiero irme a casa,attention very slow,negativo
exelentes profesionales,terrible medical and personal attention,negativo
muy lenta la atención,terrible medical and personal attention,negativo
buen lugar en hospital,surgery hospitalization,neutro
pesima atencion médicos y personal,in the hospital cam I eliminate a lot of waiting,neutro
cirugía  hospitalización,IESS tertiary hospital in Ecuador,neutro
en el hospital cam quito mucha espera,If you follow the processes the service improves,neutro
hospital de tercer nivel del iess en ecuador,"I don't want to continue here, I want to go home",neutro
si sigues los procesos el servicio mejora,Excellent care in oncology,positivo
excelente atención en oncologia,excellent professionals,positivo
registra la ubicación lejos de la real a mejorar,records the location far from the real one to improve,positivo
x la mariscal tambien puedo llegar,x the marshal I can also arrive,neutro
más o menos de atención al afiliado,more or less customer service,positivo
hospital de especialidades de la seguridad social,social security specialty hospital,positivo
podria ser mas detallado,could be more detailed,positivo
no he tenido mayores inconvenientes,I haven't had any major problems,positivo
que ortopedistas trabajan alli,What orthopedists work there?,neutro
exelente hospital,excellent hospital,positivo
hospital del iees,iees hospital,neutro
hospital de tercer nivel,tertiary hospital,neutro
tiene bn referencias,cool,positivo
chevere,level one hospital,neutro
hospital nivel uno,operating room,neutro
excelente instalaciones,excellent facilities,positivo
quirófano,public hospital,neutro
hospital público,Carlos Andrade Marín Hospital,neutro
hospital carlos andrade marín,of sea around the hospital,neutro
esperando a la doctora,waiting for the doctor,neutro
de mar alrededor del hospital,"I am 28 weeks pregnant with a diagnosis of high-risk pregnancy, I came to have a certificate validated because they gave me medical rest and I have been here for 3 hours waiting for the guard who does everything except take care of the integrity and",positivo
tengo 28 semanas de embarazo con un diagnóstico de embarazo de alto riesgo vine hacer validar un certificado porque me dieron reposo médico y llevo aquí 3 horas esperando q el señor guardia q hace todo menos cuidar la integridad y,has good references,positivo
todo empieza a las 0630am en la fila de entrega de turnos para la validación de certificados que por la grandiosa atención que brinda el iess uno tiene que ir al servicio privado,"Everything starts at 0630am in the queue to hand over appointments for the validation of certificates that, due to the great attention provided by the IESS, one has to go to the private service",positivo
muchas felicidades a la atención que nos prestaron luego de la cirugía que tuvo mi mamá deberían de seguir todos los centros medicos hospitales y demás públicos  ejemplo dicha atención por parte de este hospital desde las enfermeras hasta los doctores sigan así,"Congratulations to the attention they gave us after the surgery my mother had, all medical centers, hospitals and other public centers should follow, for example, this attention from this hospital, from the nurses to the doctors, keep up the good work.",positivo
en plena lluvia los guardias no  bien y dejan a los pacientes afuera,In the middle of the rain the guards are not doing well and leave the patients outside,neutro
debe asistir con tiempo para citas médicas más hacer fila para laboratorio agendar en ventanilla antes revisar con ventanilla para concretar citas seguro ordenado pero si toma su tiempo mucha paciencia,"They should improve the dentistry area, terrible service, it's already been 1 hour since I had the appointment and they still haven't called when you have other errands to do, you can't wait that long
that professionalism is not worth it",negativo
muy mala atención se demoran en atender yo creo que esta bien un tiempo para almorzar pero por qué dejar desatendido el puesto de trabajo para un trámite me demoré casi 2 horas espero mejoren en su atención y que no se estén,"Very bad service, they take a long time to attend to me. I think a time for lunch is fine, but why leave the workplace unattended for a procedure? It took me almost 2 hours. I hope they improve in their service and that they are not distracted.",negativo
"deberían mejorar el área de odontología pésimo servicio ya va ser 1 hora desde que tenía la cita y aun no han llamado cuando se tiene otras gestiones que hacer no se puede esperar tanto tiempo
ese profesionalismo no vale","Please answer the phones, otherwise I have a medical appointment at the central dispensary and I am trying to inform them that I will not be able to attend for a week and to assign someone else",positivo
por favor atiendan los teléfonos sino para q los tienen  tengo una cita médica en el dispensario central y estoy tratando  a informar q no voy a poder asistir desde hace una semana y para que asignen a otra persona,"very bad care, it has a mailbox for complaints and suggestions that the staff themselves do not know how to handle and on top of that they do not know how to treat the patient which is a shame that our resources are misused by these bad professionals because it is not that they give us anything.",negativo
"señor director del centro medico central quito
muy buenos  días  por pedirte un favor
no se que  pasa en la distribución  de turnos para los metabólicos  ya estamos",very grateful to the emergency department this morning I had to go to the laboratory for a routine test and in the period between taking samples I suffered an accident I immediately went to the emergency room where I explained that I had very little,negativo
muy mala atención  tiene buzon de quejas y sugerencias que le mismo personal no sabe  es el manejo y aparte no saben  tratar al paciente que lastima que nuestros recursos sean mal utilizados en estos malos profesionales porque no es que nos regalan nada,"Terrible service, I had an appointment and when I approached the doctor he had not attended, they did not even inform me not to attend and they also did not reschedule the appointment.",negativo
muy agradecido con el área de urgencias esta mañana tuve que acudir al laboratorio para una prueba rutinaria y en el lapso entre toma de muestras sufrí un accidente acudí de inmediato a urgencias en donde explique que tenía muy poco,There will always be a need to improve and even more so if it is about the health of all of us who contribute. There are shifts that are very simple but they are given with a lot of time away. It is inexcusable to get a shift after 4 or 5 months.,positivo
pésimo servicio tenía una cita y al momento en que me acerco el doctor no había asistido ni siquiera me informaron para no asistir y además no me reagendaron la cita,"The psychiatrist's attention is terrible, there are no more doctors in that area, they don't give us medicine, impotence is the worst.",negativo
siempre hará falta mejorar y más todavía si se trata de la salud de todos nosotros los que aportamos hay turnos que son muy simples pero dan con mucho tiempo de distancia es imperdonable obtener un turno después de 4 o 5 meses,"You must attend on time for medical appointments plus wait in line for the laboratory, schedule at the window before checking with the window to make appointments, it is safe and organized, but if it takes time, be very patient.",positivo
la atención de la psiquiatra es pésima no hay mas médicos de esa área no nos dan medicina que impotencia  de lo peor,"Terrible service, they say there are 3 doctors and they are conspicuous by their absence. They don't feel sorry for anyone.",negativo
pésimo servicio dicen que hay 3 doctores y brillan por su ausenciano se conduelen de nadie,"Mr. Director of the Quito Central Medical Center
very good morning for asking you a favor
I don't know what happens in the distribution of shifts for the metabolics, we are already",positivo
"llevo 4 días tratando  y jamás contestan siempre dice que están ocupados
hoy que estamos en emergencia sanitaria sucede esto que será cuando todo es","The care at the IESS central dispensary is very good, especially in the area of ​​chronic patients, but at this moment I am having problems with my heart. I have an appointment at the chronic clinic for August 15,",positivo
sí hay buena atención lo malo es que hay exceso de pacientes llega la mamá con sus 5 hijos atenderse y es un caos total,It is the best hospital. My mother has always taken me to this hospital. I have rhinitis and sinusitis and my allergies always gave me and I got sick very often. So my mother took me there and the best thing is that they treated me immediately.,positivo
excelente el medico general para la tercera edad pero no hubo la medicina para el colesterol,"It's fatal with this dispensary, no one answers. They have the operator's number, which is 0. Supposedly, a certain Miss Monica Vallejo serves you there, but she is never there at any time. I don't know why they have people working there earning a salary in vain, since they never They don't answer or give good service",positivo
