wiI7pd,etiquetas_TB
por favor no contesta en el número telefónico me podrían ayudar si talvez ya llego la medicina fenitoína sódica  epamin,negativo
el día de hoy en horas de la tarde en emergencias del hospital andrade marín se presentan dos señoras y un caballero  se acercan a ventanilla sacan turno para emergencias toman asiento a esperar a los pocos minutos sale una señora,positivo
indignación maltrato al afiliado acciones incoherentes hacia sus pacientes en general una pena que los profesionales no hagan su trabajo siempre están aburridos e incapaces de brindar un buen servicio,negativo
mi padre necesitaba un examen de emergencia y dijieron que no funcionan los equipos le tuvieron cinco días esperando la derivación solo estabilizándole cuando ya nos dieron la derivación ya nos dijieron que pasó mucho tiempo y ya está falleciendo,positivo
cuidado medico a personas afiliadas al seguro social uno de los mejores hospitales con muchos doctores especializados necesita cita por call center,negativo
horrible nunca había estado en un hospital tan horrible mi papá fue hospitalizado y yo estoy cursando la universidad vine en la tarde a quedarme en la sala de espera por si necesitaba algo pero ni siquiera pude quedarme ahí me dejaron,negativo
horrible le tratan a  si fuera una pelota que le mandan de lado a lado y no le resuelven un problema grave despues de haber aportado tantos años ni siquiera le atienden,negativo
es terrible que no puedan atender de emergencia a una persona que ha aportado más de 25 años y tengan que referir de un lado a otro a las personas,positivo
siendo una época muy dura por el covid  este hospital se mantiene con estándares de calidad muy altos  si bien es cierto a veces toma mucho tiempo entrar al sistema de citas y demás una vez adentro la situación  buena y,neutro
guardias mal educados pero personal médico muy amable,positivo
7 meses esperando una  colonoscopia y llegó el día del exámen ya tomada la medicación y me dicen que no tienen los equipos una vergüenza,neutro
excelente a mi abuelito le atendieron y el trabajo es impecable a pesar de que es un personal para un montón de gente muy agradecida por el trabajo brindado aunque las situaciones no son fáciles en el sector salud del país las personas allí dan un buen servicio,positivo
"un buen servicio
lastima que no tengan materiales y  hasta aspirina",positivo
pésimo a mi madre la tienen internada desde este viernes 21 de julio para operararle el día sábado pero resulta que mandan  tantos insumos de los cuales ni ocupan todo  en vano y sobre todo lo más preocupante y la,neutro
acudí al área de emergencia porque tenía un fuerte malestar fiebre desde hace 3 días y me atendieronpor traje al revisarme el médico me dijo que no me podían atender allí no ofrecerme los medicamentos le solicité una justificación y,positivo
excelente atención operaron en maxilofacial a mi madre pese a las dificultades del país se nota el trabajo y vocación de la gente del hospital los tiempos de espera del sistema de salud pública siempre son un problema pero la atención excelente,positivo
pésima atención fui con mi bebe pequeña por que tiene el ojo hinchado la enfermera  perro ya que no se dejaba tomar los signos al no tener inestables los signos nos enviaron  a un dispensario del ies s de la marin a las 12 de la noche que les parece uno paga para nada  es el peor hospital del iess,negativo
tenía cita hoy 240323 en obstetricia con la dra daniela sanchez cobo a las 1540 llego a las 1540 porque lamentablemente se debe trabajar duro para poder pagar un seguro que ni buena atencion brinda a lo que llego no hay nadie en el,negativo
pésima la atención las enfermeras son unas groseras y te gritan si no haces lo que ellas te piden ni siquiera nos explican cómo hay que ingresar ni nada te gritan a la maldita sea,positivo
excelente hospital del instituto ecuatoriano de seguridad social una atención agradable y con un grupo humano de profesionales en medicina lo  para todos los afiliados,positivo
lcda fabiola en urología 3 piso exelente persona don de gentes y alto sentido de responsabilidad felicitaciones y a su ayudante también cambiaron los sueros toda la noche cada 45 minutos,positivo
negligencia tras negligencia si no desea vivir una experiencia muy lamentable estando enfermo mejor ni se acerque a este hospital que lo que parece es un simple hotel hay falta de insumos y de buenos profesionales empáticos y morales hay,positivo
en los casos de enfermedades crónicas o graves la verdad son ágiles cuenta con médicos muy humanos pero al ser público dependen de financiamiento del estado lo cual varias veces provoca retrasos en servicios falta de medicación o reactivos para los exámenes,negativo
no me gustó el trato que dan las enfermeras en el banco de sangre el 16082022 fui a donar sangre para  laboral que se encuentra muy delicada con su salud y solo recibí frases cómo usted es obsesa su sangre es de mala,positivo
muy buena infraestructura y atención 3n general necesita ampliar un ala administrativa y de consulta externa en el espacio sobre el actual parqueadero además la entrada principal remodelarla para construir un nuevo edificio con todos,positivo
complicado la atención tanto al  el personal medico  el ingreso esta custodiado por guardias para nada amables mala información prepotentes groseros patanes una total porquería deberían primero saber a quien contratan para,negativo
llevo más de un año esperando atención y cuando por fin logro hacerme atender me dicen que espere en la lista para ponerme la prótesis en mi cadera el dolor no alivia con nada soy docente qué clase de calidad de vida me ofrecen  con,positivo
excelentes médicos un poco lenta la atención pero resuelven problemas,positivo
despues que tenga agendada su cita y el médico no haya renunciado lo atienden con normalidad la rutina  en todo sitio público,positivo
tristemente este hospital es  el hospital con los mejores profesionales  a los otros hospitales si bien es cierto la gente que viene al hospital andrade marín son personas con recursos muy bajos por ende los,positivo
entiendo que al tratarse de un hospital del seguro público no se tenga una buena disposición con el personal de  pero es importante entender el servicio al que  y no solo ver cómo un trabajo cuando eso se,positivo
la atención de las enfermeras es pésima  a otros hospitales del estado literalmente no hay espacio y las enfermeras tienen que encargarse de varios pacientes al mismo tiempo todo el servicio es lento entrar ahí es literalmente una lotería,negativo
el sevicio es pesimo fui con mi mama y pasamos mas de medio dia para que atendieran una fractura no se para que estamos pagando,negativo
tiene demasiadas falencias a pesar de los aportes de sus afiliados no se puede acceder a la atención oportuna  que se merecen se tiene que esperar meses para una cita y se juega con la salud de los usuarios muchos no resisten la espera,negativo
estoy constantemente en el hospital ya que tengo mi familia que es afiliada al seguro social lo lamentable de todo es que debemos hacer cola con los pacientes aparte de que no se puede conseguir citas médicas y si le dan unaes para,negativo
"dan lástima realmente lo mediocres que son especialmente una dra ordoñez traumatologa de emergencias
cuando te va a atender lo hace con tremenda mala gana te hace esperar por",negativo
pésima atención llamas a preguntar sobre citas y nadie sabe  te dicen valla al hospital vas al hospital y nada mismo y tampoco te ayudan,positivo
entré por el área de emergencias por una fractura de la pierna todos me atendieron muy bien y con una rapidez digna de agradecer los médicos muy amables y me derivaron a cirugía en cuestión de un par de minutos lamentablemente no tenían,negativo
mala la atención fui a darle el encuentro en ese sitio a mi hijo que estaba en emergencia le pregunté al guardia me envió a la ventanilla pregunté allí me dijo esta en consultorio ya   siempre con mi educación le saludé  al doctor desde la puerta me dijo salga afuera q le pasa  porque se dentra casi me pega,negativo
"lo peor tengo mi seguro vengo hacer atender ami hija y tiene de fiebre 393 y no me la atienden doctores  lo único me dicen no se le va atender pésimo ecuador
iess",negativo
puedo hacer para cojer cita con el neurologo del carlos andrade marin ya madrugo 5 veces con el papel de la derivacion  y lo que me dicen que no hay turnos que vuelva el fin de mes y asi me tienen es para mi hijita que tiene epilepsia y ya nose que mas hacer porque no dan turnos,neutro
no  entre guardias y doctores para dar información sobre los pacientes hay que esperar horas para saber algo,positivo
buena atención los profesionales son de primera,positivo
bueno tango a mi hermano hospitalisado en neumologia desde la semana anterior muy feliz con el trato que el recibe de parte del el personal  lo unico mal que encuentro en este hospital es las visitas que lo hacen  y no,positivo
recientemente fueron acreditados por alcanzar muy altos niveles de calificación en sus modelos de gestión de calidad hay que tener en cuenta que las casas de salud superan su capacidad muchas veces por lo que no hay consultas dependiendo de la demanda si no por la capacidad que tiene el hospital,positivo
agradezco mucho al hospital a los doctores enfermeras personal en general tuve una cirugía y todo estuvo excelente gracias por el gran aporte y el gran cuidado que dan a sus pacientes aun debo volver por controles y espero que siga así de  me atendieron en la cirugía,positivo
el hospital es administrado por el instituto ecuatoriano de seguridad social iess se trata de una instalación de propiedad pública ubicada en el centro de quito ofrece servicios integrales a los individuos cubiertos por la seguridad de la,negativo
en el área de urologia creen q al aten dernos nos hacen un favor todos deben cumplir su trabajo y con esmerado trato y el médico tratante al extender una orden de ingreso a cirugía de e subir al sistema en mi caso en el tercer piso de,positivo
por primera vez en mi vida me realizaron en el mismo dia para pre operatorio examen de sangre  orina  electrocardio grama  rx  y consulta con medicina interna  siempre sigue la insertidumbre espera han pasado nueve meses y cuanto tiempo mas pasara para la cirigia,neutro
"señores directivos de hcam los pacientes oncológicos y familiares
seguimos en la incertidumbre porque los equipos se encuentran dañados en radioterapia y no hay profesionales necesitamos atención prioritaria",neutro
necesito ayuda por si alguien sabemi papá tiene un tumor cerebral y no hay modo que lo operensi no lo operan el tumor va a crecer y va afectar sus movimientos corporales el es asegurado se llama josé abraham cayambe tené,positivo
siempre la gente que se dedica a la salud tendra mis respetos y deseandoles que sigan en esa lucha constante salvando mas personas,positivo
excelente hospital queria agradecerle a los doctores palacioszoporta y la doctora plaza  mi padre franklin vizuete fue operado con gran éxito y a toda la área de neurocirugía gracias a las señoritas enfermeras y a todo el personal que,positivo
fuí hoy a hacerme atender por sufrir un dolor muy importante en la zona sacrolumbar a tal punto la dolencia que camina casi arrastrando los pies fuí a emergencia tardó lo normal bastante rápido diría yo pero uego que me revisaron de,positivo
excelente hospital y muy agradecida con el dr palacios y dra plaza de neurocirugía excelentes profesionales operaron a mi padre franklin vizuete viteri de un tumor en la columna y esta super bien caminando dr palacios dios le pague por,negativo
las instalaciones no son adecuadas son viejas y en mal estado no existen accesos ni ascensor para las personas que lo podemos usar escaleras o gradas el personal en general atiende de mala gana aún sabiendo que nosotros pagamos por ese,negativo
malo muy malo el servicio de calle center mi padre ingreso muy mal por covid uno y todos estamos angustiados xq por otras razones no podemos estar junto a él pero aunq llamamos en los horarios establecidos no contestan así te mates,negativo
el peor servicio de enfermería en hospitalización de ginecología y obstetricia y hay que tener mucho cuidado con  del hospital estuvimos 3 pacientes con infeccion estomacal por,negativo
sin lugar a duda la peor atención posible asegurados que han aportado toda su vida reciben trato inhumano e indiferente aunque estén muriendo las licenciadas son inhumanas y maltratan a cualquier familiar que entra en ese lugar cero,positivo
cómo es posible que un  este me haya entregado medicamentos caducados con fecha de mayo cuando ya estáos septiembre que clase de atención hay en este hospital tanto que uno paga para que el servicio desde la guardiania sea  desastre,neutro
servicio para los afiliados al iess saturado casi todo el tiempo las instalaciones necesitan mantenimiento,negativo
el hospital es un lugar sucio y peligroso las enfermeras son groseras y el personal médico no tiene ni idea de lo que está haciendo no  este hospital a nadie,positivo
buena atención pero no se puede entrar las visitas en emergencia,negativo
el personal de vigilancia es muy mal educado no son ágiles para prestar ayuda deberían aprender lo que son en el hospital del iess del sur todo el personal presta atención inmediata,negativo
gracias a los doctores palaciosplaza y zoporta operaron a un gran amigo franklin vizuete de un tumor de la columna y esta bien caminando lo que pensamos que iba a quedar mal pero no gracias a dios y a estos excelentes profesionales eminencia de neurocirugia,positivo
muy buen servicio los edificio podrian estar un poco más renovados  pero el servicio medico es muy bueno el staff medico es de gran ayuda al paciente,positivo
no hay pemetrexed para la quimioterapia  si mi esposo no la recibe empeorará  en estos tiempos de tanto  es posi le que no haya previsión para enfermos catastróficos explicacion por favor,negativo
una excelente atencion muy   agradecida con el personal medico  estuve internada algunos días la atencion  es buena gracias dra davila por todo   me realizaron una hablacion  en el corazón  y me siento feliz mi estilo d vida cambio  mil  gracias dr jose  luis laso quien me realizo la ablación,positivo
deberian cambiar a todo el personal de call center son maleducados y groseros  q pena q le hagan quedar mal al hospital no pueden resolver una pregunta y solo cuelgan el telefono  no tienen respesto,positivo
"hospital de tercer nivel atiene en hospitalización las 24 hrs
personal calificado  enfermeras muy cordiales y áreas muy controladas por guardias de seguridad",positivo
buena atención aunque para los turnos es difícil deberían tener un detector de metales para controlar las personas que ingresan,negativo
la atención lamentablemente es lenta no hay medicinas y el trato a pacientes y familiares es poco adecuado en emergencias,negativo
he llamada por call center opción 0 y me han tratado de forma hostil esto es muy duro para mi soy paciente de oncología y me encuentro en controles por favor cual ha sido mi delito para tal maltrato y no es la primero vez que pasa,negativo
totalmente agradecido  con 3 doctores dr palacios dra plaza y dr zoporta de neurocirugíamuy buen servicio le operaron a mi padre y lo hicieron excelente y los resultados totalmente positivos,positivo
yo me hago chequeos generales hay super bien la atención para mi si en buen lugar para emergencia,positivo
la atención médica excelente lastimosamente no hay todas las medicinas,positivo
buena atención fui con un familiar grabé lo atendieron al instante,positivo
muchas veces los equipos están en mal estado generando problemas para los usuarios y los médicos,positivo
excelente hospital salvaron la vida de mi hermana,positivo
hospital carlos andrade marin hcam del iess ubicado al centro norte de quito a pocas cuadra del parque el ejido y de la iniversidad central  a una cuadra de la avenida america y en esta la parada del iess del metroel  de los hospitales del iess de quito,positivo
buena atencion para niños considerando la pandemia en el área de pediatría se manejan buenos protocolos cuando detectan pasientes con covid,negativo
la atencion es rapida y tiene especialistas para lo que se requiere,positivo
gracias a los dr palacios dra plaza y dr zoporta por el excelente profesionalismo operaron a mi amigo franklin vizuete  de un tumor de la columna y se encuentra muy bien muchas gracias,neutro
bueno el hospital andrade marin es bien amplió  y atiende a miles de personas,positivo
dios los bendiga y proteja en especial a neurocirugia son una eminencia excelentes profecinales gracias por devolver la vida a las personas,positivo
felicitaciones a los doctes de cirugía quienes operaron bien que logró sanar mi cñado jorge alcides negreete gracias por brindar todo recuperó y se encuentra bien que sigan salvando la vida,neutro
un excelente hospital lleno con los mejores profesionales del país,negativo
las agendas de las citas son mal hechas por que hacen esperar mucho a los usuarios en mi caso espere tres horas y no me parece bien esperar mucho tiempo,positivo
la atención es pésima los doctores no atienden en el  horario efectuado del turno,positivo
fui a talento humano y la segunda persona que me atendió me dio buenas respuestas y me ayuda gracias,positivo
es uno de los mejores hospitales públicos del país por ende es muy concurrido pero tengo buenas experiencias de atención en el mismo,positivo
muy buenos enfermeros,positivo
es una excelente institucion de salud tecnologia de punta y profesionales de muy alto nivel,positivo
es la mejor instalación de salud del iess desafortunadamente arrastra los problemas de la institución,positivo
pésima atencion la persona que está en emergencia es  patán y prepotente la atención  desastre,negativo
que desmejorado está el servicio demaciados pasantes sin sillas en las salas de espera demora en la atención horrible,negativo
"hospital del iess seguro social
con paciencia se recibe buena atención",positivo
muy buena atención me ayudaron en todo lo que necesite en hospitalización son excelentes,positivo
al estar hospitalados le dan una habitación lo cual las enfermeras se me robaron mi cobija y quería que pague yo justicia,positivo
la atencio es de primera me realisaron dos cirujias muy delicadas gracias dr aulestia,positivo
hay buenos profesionales  pero atienden a una infinidad de pacientes  nosotros apoyemos la salud con un poco de tolerancia,positivo
tiene amplio parqueadero y sus instalaciones son muy seguras para transitar con tranquilidad,positivo
buenas tardes por favor quiero saber la hora y día de entrega de turnos para el servicio de desintometria gracias,positivo
buen atención y buen servir a los clientes,positivo
"en atención le daría un4 de 5
en salud 4
coordinación 4
seguridad 5",neutro
atención buena lo malo los insumos no tienen,positivo
cumpleaños de papazote,neutro
un buen lugar 5 estrellas,positivo
es un hospital público que cumple con todos los estándares necesarios en caso de una emergencia además cuenta con la atención de cualquier especialidad,neutro
excelente  lugar muy bonito,positivo
excelente atención en emergencias odontológicas totalmente agradecida,negativo
es un hospital q carece de amabilidad existe personal q es grosero y no hay material necesario,neutro
en lo personal es una buena atencion lo unico q es un poquito malo es en la alimentacion y lo q es en atencion es perfecta,positivo
hospital para afiliados al sistema social del ecuadorbuena atención con médicos muy calificados,positivo
que relajo de atención esperar 4 horas para que te den tremenda medicación ibuprofeno,positivo
buen lugar buena atención no tiene parqueadero,neutro
podrían mejorar el sistema de citas,positivo
excelente lugar pero no hay medicina,neutro
estoy que llamo a este numero del hospital y nadie contesta timbra y timbra y nada,neutro
excelente atención en todos los servicios que me han atendido,neutro
muy lento un trato malo,positivo
muy buenos profesionales,negativo
existe mucha negligencia en este hospital,positivo
un hospital con tecnología y personal en constante cambio para una mejor atención,neutro
me han atendido con amabilidad y profesionalismo y agilidad,positivo
es mi lugar de trabajo es un hospital impresionante,positivo
un lugar acogedor maravilloso,positivo
"se demora la atención
por lo demás excelente",positivo
faltan cosas por mejorar pero me parece bien lo que ya se ha hecho,positivo
todavía falta mucho para una atención de calidad reconozco que hay mejoras y buenos avances,positivo
el servicio no es excelente pero ha mejorado mucho con respecto a años pasados,negativo
atención de primera a pesar de la falta de medicamentos,positivo
hasta ahora buena atencion y rapido ingreso,positivo
exelente servicio,neutro
puede mejorar,negativo
no hay un buen trato empezando desde el guardia de la entrada,positivo
buen ambiente,neutro
falta empatía,positivo
el hospital tradicional del seguro social ecuatoriano,neutro
a veces no brindan una atención ágil y oportuna,positivo
no quiero seguir a ki  quiero irme a casa,positivo
exelentes profesionales,negativo
muy lenta la atención,positivo
buen lugar en hospital,positivo
pesima atencion médicos y personal,negativo
cirugía  hospitalización,neutro
en el hospital cam quito mucha espera,neutro
hospital de tercer nivel del iess en ecuador,neutro
si sigues los procesos el servicio mejora,neutro
excelente atención en oncologia,positivo
registra la ubicación lejos de la real a mejorar,positivo
x la mariscal tambien puedo llegar,positivo
más o menos de atención al afiliado,positivo
hospital de especialidades de la seguridad social,positivo
podria ser mas detallado,positivo
no he tenido mayores inconvenientes,positivo
que ortopedistas trabajan alli,positivo
exelente hospital,neutro
hospital del iees,neutro
hospital de tercer nivel,positivo
tiene bn referencias,positivo
chevere,neutro
hospital nivel uno,positivo
excelente instalaciones,neutro
quirófano,neutro
hospital público,neutro
hospital carlos andrade marín,neutro
esperando a la doctora,neutro
de mar alrededor del hospital,positivo
tengo 28 semanas de embarazo con un diagnóstico de embarazo de alto riesgo vine hacer validar un certificado porque me dieron reposo médico y llevo aquí 3 horas esperando q el señor guardia q hace todo menos cuidar la integridad y,positivo
todo empieza a las 0630am en la fila de entrega de turnos para la validación de certificados que por la grandiosa atención que brinda el iess uno tiene que ir al servicio privado,positivo
muchas felicidades a la atención que nos prestaron luego de la cirugía que tuvo mi mamá deberían de seguir todos los centros medicos hospitales y demás públicos  ejemplo dicha atención por parte de este hospital desde las enfermeras hasta los doctores sigan así,positivo
en plena lluvia los guardias no  bien y dejan a los pacientes afuera,neutro
debe asistir con tiempo para citas médicas más hacer fila para laboratorio agendar en ventanilla antes revisar con ventanilla para concretar citas seguro ordenado pero si toma su tiempo mucha paciencia,negativo
muy mala atención se demoran en atender yo creo que esta bien un tiempo para almorzar pero por qué dejar desatendido el puesto de trabajo para un trámite me demoré casi 2 horas espero mejoren en su atención y que no se estén,positivo
"deberían mejorar el área de odontología pésimo servicio ya va ser 1 hora desde que tenía la cita y aun no han llamado cuando se tiene otras gestiones que hacer no se puede esperar tanto tiempo
ese profesionalismo no vale",negativo
por favor atiendan los teléfonos sino para q los tienen  tengo una cita médica en el dispensario central y estoy tratando  a informar q no voy a poder asistir desde hace una semana y para que asignen a otra persona,positivo
"señor director del centro medico central quito
muy buenos  días  por pedirte un favor
no se que  pasa en la distribución  de turnos para los metabólicos  ya estamos",negativo
muy mala atención  tiene buzon de quejas y sugerencias que le mismo personal no sabe  es el manejo y aparte no saben  tratar al paciente que lastima que nuestros recursos sean mal utilizados en estos malos profesionales porque no es que nos regalan nada,negativo
muy agradecido con el área de urgencias esta mañana tuve que acudir al laboratorio para una prueba rutinaria y en el lapso entre toma de muestras sufrí un accidente acudí de inmediato a urgencias en donde explique que tenía muy poco,positivo
pésimo servicio tenía una cita y al momento en que me acerco el doctor no había asistido ni siquiera me informaron para no asistir y además no me reagendaron la cita,negativo
siempre hará falta mejorar y más todavía si se trata de la salud de todos nosotros los que aportamos hay turnos que son muy simples pero dan con mucho tiempo de distancia es imperdonable obtener un turno después de 4 o 5 meses,negativo
la atención de la psiquiatra es pésima no hay mas médicos de esa área no nos dan medicina que impotencia  de lo peor,positivo
pésimo servicio dicen que hay 3 doctores y brillan por su ausenciano se conduelen de nadie,positivo
"llevo 4 días tratando  y jamás contestan siempre dice que están ocupados
hoy que estamos en emergencia sanitaria sucede esto que será cuando todo es",positivo
sí hay buena atención lo malo es que hay exceso de pacientes llega la mamá con sus 5 hijos atenderse y es un caos total,negativo
excelente el medico general para la tercera edad pero no hubo la medicina para el colesterol,positivo
la atencíon en el dispensario central del iess es muy buena sobre todo en el area de pacientes cronicos pero en este momento me encuentro con problemas en mi corazón tengo una cita  en la clinica de cronicos para el día 15 de agosto del,positivo
es el mejor hospital siempre mi mamá me ha llevado a este hospital yo tengo rinitis y sinusitis y siempre me daba mis alergias y me enfermava muy seguido entonces mi mamá me llevava allí y lo mejor esque me atendían de inmediato siquiera,positivo
es fatal  con este dispensario nadie contesta tienen el número de la operadora q es es el 0 q supuestamente ahí le atiende una tal srta monica vallejo pero nunca esta a ninguna hora no se para q tienen gente trabajando ahí ganando un sueldo en vano ya q nunca contestan ni dan un buen servicio,positivo
más lo que hacen esperar para que el médico pediatra diga no hay medicina  afuera de bolsillo de uno mientras tanto cada mes nos descuentan de nuestros salarios las aportaciones el dinero pésimo servicio,negativo
horas de espera para que a la final no atiendan ni un doctor en emergencia y los guardias groseros,negativo
fue rápida la atención ojalá siempre sea así,positivo
no  contestan el telefono hay un solo numero y estoy que llamo y nada se va a una grabadora es el colmo  mal servicio no se puede averiguar sobre turnos dados o cualquier consulta  mejoren el servicio de atencion al publico estamos mal asi,positivo
"en casos que tengan turno con esta sra rosa sotamba p es mejor que cambien de turno o hagacen tratar aparte ojala no tenga hijas o sobrinas esta
persona porque con lo mismo sera pagada asta peor",positivo
en cuestión a limpieza y seguridad de sus instalaciones muy buenas lo que molesta es la tardanza en la atención al usuario  por lo demás es aceptable,positivo
mucha gente para citas medicas para certificados llevar original y copia del certificado del medico y luego de validar se debe descargar,negativo
falta más información y mejor atención hacia el paciente,negativo
la atención pésima en validación de certificado no te ayudan solo ponen trabas la persona que se supone revisa los certificados antes de ingresar no tiene conocimiento de lo que se debe hacer y para colmo les hace falta educación,negativo
me parece que el servicio del iess a mejorado pero lo que si falta es medicaciòn ya que solo hay ibuprofeno y paracetamol,negativo
el pleno centro histórico y en un restaurado edificio de carácter patrimonial donde funcionaba la excaja de pensiones y posteriormente  el monte de piedad se establece el hospital del día del iess en el centro de quito donde su,neutro
pésimo cambian las citas a su gusto y antojo y uno se entera ya cuando llega al sitio  mal muy mal  diría que  definitivamente no sirve,positivo
no hay turnos el personal de atención al cliente sin voluntad de atender son personas de mayores que no saben dar una instrucción,positivo
buena experiencia sin demoras innecesarias me atendieron de buena manera,negativo
lenta la atención por emergencia desavastecida la farmaciaya llevo 4 horas en emergencia,positivo
excelente trato de la doctora ventura muy limpio todo y con extremo cuidado para que no haya contagios,negativo
muy buena atención es importante llegar media hora antes del turno para la preparación y así evitar problemas si llegas tarde no te quejes,positivo
hospital del iess ya se  son,neutro
muy poco carisma de los médicos,negativo
terrible atención perdí mi tiempo en ese lugar me hicieron esperara 6 meses para atención de ecografía y cuando llega la fecha no me atienden,positivo
un concurrido centro médico  con una atención médica medianamente buena,neutro
después de agenda ya el turno es lo más rápido para un tratamiento de parálisis,positivo
fui a agendar una cita para odontologia en junio y me dieron para noviembre,negativo
excelente atención y buen servicio a los afiliados,negativo
mala atención lenta y descordial aquí se ve el sistema que tiene el país con su pueblo,neutro
esta equipado con sistema de inseguridad por la emergencia sanitaria,negativo
por q es muy facil y la información fue inmediata,positivo
sele llama al telefono y no estan daponibles nadie,neutro
falta,positivo
muchas gente amable,positivo
buen trato pero falta más información,positivo
lindo lugar amplio,positivo
muy buen lugar,positivo
atención médica,neutro
bonito,positivo
los teléfonos son deficientes,neutro
sita médica,negativo
otrosteren,neutro
cita médica,neutro
más me demore en sentarme en la silla del consultorio que la atención que pude recibir por parte de la draespecialista gatroentorologa del centro médicoun servicio deficiente lamentablemente,neutro
tengo que decirlo lamentablemente la atención a los pacientes es deficiente no por los médicos que atienden a los pacientes son excelentes profesionales sino el problema radica en admisión donde uno tiene que ir a calificarse para que le puedan atender en su cita médica se demora eternas memorias,negativo
es  jóvenes que entran a estudiar medicina en un principio esperan ayudar conocen su salario y se olvidan que sin enfermos solo llegan a sobrar,positivo
pésima atención  hay un médico grosero que se le pregunté algo y me dijo no es mi problema busque ud misma yo no estoy para eso etc no digo su nombre por respeto aunque ese señor no respeta la edad habla por teléfono en plena consulta y,positivo
la atención muy deficiente las personas van para que los atienda porque se sienten mal y lo menos que quieren es que el personal sea tan déspota al tratar con el enfermo y el familiar no entiendo porque estudian estas carreras de,negativo
permiten que ingrese taxi por discapacidad pero tiene que ser rápido las rampas de acceso para sillas de ruedas están mal mantenidas los guardias son muy amables,negativo
pésima atención por parte de algunos médicos no saben dar bien las indicaciones y siempre hablan apurados cómo desesperados en librarse de los pacientes y las enfermeras en su gran mayoría son otras que también dan una pésima atención su prepotencia es sorprendente,negativo
muy bien aunque falta mejorar el tiempo de atención al paciente,positivo
horrible no se para q se paga un seguro uno se puede estar muriendo y no atienden ahí,negativo
hasta que hora puedo ir agendar para una derivación y para realizarme exámenes gracias,positivo
pésima atencióen la atencion dan preferencia a conocidos de ellos que a personas que tenemos turnos,negativo
una pésima atención uno llega a las 1100 am son las 1730 y todavía no nos atienden que falta de ética y profesionalismo,negativo
excelente atención deberían mejorar el implementar la fila preferencial para atencion en ventanillas,negativo
el nefrólogo de este hospital es un grosero y prepotente la verdad es que si van por esa área de atención busquen otro hospital,negativo
horrible la atención pésima atención y una falta de respeto al afiliado,neutro
"muy deficiente la atencion
no hay calidad ni calidez en el trato
muy mala mi experiencia en mi visita a esas instalaciones",negativo
al momento no hay medicina mientras la atención en emergencia está a tope,positivo
centro médico del iess,negativo
si entras por emergencias debes esperar en carpas,neutro
lo que mejor es la estructura por dentro y por fuera y la atencion pesima,positivo
muy buenas la atención,neutro
buenos médicos,positivo
un lugar poco acogedor,neutro
trato oportuno,neutro
pésima atención parece un mercado,negativo
