wiI7pd,comentarios_traducidos
llevo más de un año esperando atención y cuando por fin logro hacerme atender me dicen que espere en la lista para ponerme la prótesis en mi cadera el dolor no alivia con nada soy docente qué clase de calidad de vida me ofrecen  con,llevo más de un año esperando atención y cuando por fin logro hacerme atender me dicen que espere en la lista para ponerme la prótesis en mi cadera el dolor no alivia con nada soy docente qué clase de calidad de vida me ofrecen  con
excelentes médicos un poco lenta la atención pero resuelven problemas,excellent doctors a little slow attention but solve problems
despues que tenga agendada su cita y el médico no haya renunciado lo atienden con normalidad la rutina  en todo sitio público,"After his appointment is scheduled and the doctor has not renounced, he normally attends the routine in every public place"
tristemente este hospital es  el hospital con los mejores profesionales  a los otros hospitales si bien es cierto la gente que viene al hospital andrade marín son personas con recursos muy bajos por ende los,"Sadly this hospital is the hospital with the best professionals to the other hospitals, although it is true people who come to the Andrade Marín hospital are very low resources therefore"
entiendo que al tratarse de un hospital del seguro público no se tenga una buena disposición con el personal de  pero es importante entender el servicio al que  y no solo ver cómo un trabajo cuando eso se,"I understand that since it is a public insurance hospital, you do not have a good disposition with the personnel of but it is important to understand the service to which and not only see how a job when that is"
la atención de las enfermeras es pésima  a otros hospitales del estado literalmente no hay espacio y las enfermeras tienen que encargarse de varios pacientes al mismo tiempo todo el servicio es lento entrar ahí es literalmente una lotería,The attention of the nurses is bad to other state hospitals literally there is no space and nurses have to take care of several patients at the same time the entire service is slow to enter there is literally a lottery
el sevicio es pesimo fui con mi mama y pasamos mas de medio dia para que atendieran una fractura no se para que estamos pagando,The service is pesimo I went with my mother and we spent more than half a day to attend to a fracture I don't know what we are paying for
tiene demasiadas falencias a pesar de los aportes de sus afiliados no se puede acceder a la atención oportuna  que se merecen se tiene que esperar meses para una cita y se juega con la salud de los usuarios muchos no resisten la espera,"It has too many shortcomings despite the contributions of its affiliates, the timely care they deserve can be accessed"
estoy constantemente en el hospital ya que tengo mi familia que es afiliada al seguro social lo lamentable de todo es que debemos hacer cola con los pacientes aparte de que no se puede conseguir citas médicas y si le dan unaes para,"I am constantly in the hospital since I have my family that is affiliated with Social Security, the unfortunate of everything is that we must queue with patients apart from the fact that medical quotes cannot be achieved and if they give it an one to"
"dan lástima realmente lo mediocres que son especialmente una dra ordoñez traumatologa de emergencias
cuando te va a atender lo hace con tremenda mala gana te hace esperar por","They really pity how mediocre that are especially an emergency traumatology Dra Ordoñez
When he is going to attend you, he does it with tremendous win"
pésima atención llamas a preguntar sobre citas y nadie sabe  te dicen valla al hospital vas al hospital y nada mismo y tampoco te ayudan,Last attention you call to ask about appointments and nobody knows they tell you fence to the hospital you go to the hospital and nothing and do not help you
entré por el área de emergencias por una fractura de la pierna todos me atendieron muy bien y con una rapidez digna de agradecer los médicos muy amables y me derivaron a cirugía en cuestión de un par de minutos lamentablemente no tenían,I entered through the emergency area for a leg fracture everyone attended to me very well and with a speed worthy of very friendly doctors and they referred to surgery in a matter of a couple of minutes unfortunately they did not have
mala la atención fui a darle el encuentro en ese sitio a mi hijo que estaba en emergencia le pregunté al guardia me envió a la ventanilla pregunté allí me dijo esta en consultorio ya   siempre con mi educación le saludé  al doctor desde la puerta me dijo salga afuera q le pasa  porque se dentra casi me pega,Bad attention I went to give the encounter in that site to my son who was in an emergency I asked the guard sent me to the window I asked there he told me this in office I always greeted my education from the door from the door told me out outsideWhat happens to him because he almost hits me
"lo peor tengo mi seguro vengo hacer atender ami hija y tiene de fiebre 393 y no me la atienden doctores  lo único me dicen no se le va atender pésimo ecuador
iess","The worst I have my insurance I have been attending ami daughter and has fever 393 and they do not care for doctors, the only one they tell me, I will not attend lousy Ecuador
IESS"
puedo hacer para cojer cita con el neurologo del carlos andrade marin ya madrugo 5 veces con el papel de la derivacion  y lo que me dicen que no hay turnos que vuelva el fin de mes y asi me tienen es para mi hijita que tiene epilepsia y ya nose que mas hacer porque no dan turnos,I can do to make an appointment with the neurologist of Carlos Andrade Marin and early in 5 times with the role of the derivation and what they tell me that there are no shifts that return the end of the month and so they have me is for my daughter that has epilepsy and alreadyI don't know what to do because they don't give shifts
no  entre guardias y doctores para dar información sobre los pacientes hay que esperar horas para saber algo,Not between guards and doctors to give information about patients you have to wait hours to know something
buena atención los profesionales son de primera,good attention professionals are first
bueno tango a mi hermano hospitalisado en neumologia desde la semana anterior muy feliz con el trato que el recibe de parte del el personal  lo unico mal que encuentro en este hospital es las visitas que lo hacen  y no,Well tango to my brother hospitalisado in pneumology since the previous week very happy with the treatment he receives from the staff the only bad thing that I find in this hospital is the visits that do it and not
recientemente fueron acreditados por alcanzar muy altos niveles de calificación en sus modelos de gestión de calidad hay que tener en cuenta que las casas de salud superan su capacidad muchas veces por lo que no hay consultas dependiendo de la demanda si no por la capacidad que tiene el hospital,"Recently they were accredited to reach very high levels of qualification in their quality management models, it musthospital"
agradezco mucho al hospital a los doctores enfermeras personal en general tuve una cirugía y todo estuvo excelente gracias por el gran aporte y el gran cuidado que dan a sus pacientes aun debo volver por controles y espero que siga así de  me atendieron en la cirugía,I thank the hospital very much to the personal nurses in general I had surgery and everything was excellent thanks for the great contribution and the great care they give to their patients I still have to return by controls and I hope that I continue to attend me in surgery
el hospital es administrado por el instituto ecuatoriano de seguridad social iess se trata de una instalación de propiedad pública ubicada en el centro de quito ofrece servicios integrales a los individuos cubiertos por la seguridad de la,The hospital is administered by the Ecuadorian Institute of Social Security IESS This is a public property installation located in the center of Quito offers comprehensive services to individuals covered by the security of the
en el área de urologia creen q al aten dernos nos hacen un favor todos deben cumplir su trabajo y con esmerado trato y el médico tratante al extender una orden de ingreso a cirugía de e subir al sistema en mi caso en el tercer piso de,In the Urologia area they believe that Athen Dernos do us all must fulfill their work and with careful treatment and the treating doctor when extending an order of admission to surgery to go to the system in my case on the third floor of
por primera vez en mi vida me realizaron en el mismo dia para pre operatorio examen de sangre  orina  electrocardio grama  rx  y consulta con medicina interna  siempre sigue la insertidumbre espera han pasado nueve meses y cuanto tiempo mas pasara para la cirigia,For the first time in my life they made me on the same day for pre -operatory blood test urine Electrocardio grama Rx and consultation with internal medicine always follows insertion awaits have spent nine months and the more time it will pass for Cirigia
"señores directivos de hcam los pacientes oncológicos y familiares
seguimos en la incertidumbre porque los equipos se encuentran dañados en radioterapia y no hay profesionales necesitamos atención prioritaria","HCAM managers oncological and family patients
We continue in uncertainty because the equipment is damaged in radiotherapy and there are no professionals we need priority attention"
necesito ayuda por si alguien sabemi papá tiene un tumor cerebral y no hay modo que lo operensi no lo operan el tumor va a crecer y va afectar sus movimientos corporales el es asegurado se llama josé abraham cayambe tené,I need help in case someone Sabemi Dad has a brain tumor and there is no way that operensi does not operate the tumor will grow and affect his body movements He is insured is called José Abraham Cayambe Tené
siempre la gente que se dedica a la salud tendra mis respetos y deseandoles que sigan en esa lucha constante salvando mas personas,Always the people who dedicate themselves to health will have my respects and wanting to continue in that constant struggle saving more people
excelente hospital queria agradecerle a los doctores palacioszoporta y la doctora plaza  mi padre franklin vizuete fue operado con gran éxito y a toda la área de neurocirugía gracias a las señoritas enfermeras y a todo el personal que,Excellent hospital I wanted
fuí hoy a hacerme atender por sufrir un dolor muy importante en la zona sacrolumbar a tal punto la dolencia que camina casi arrastrando los pies fuí a emergencia tardó lo normal bastante rápido diría yo pero uego que me revisaron de,"I went today to attend to suffer a very important pain in the slaughtered area to such an extent the ailment that walks almost dragging my feet I took emergency, it took it normally quite fast, I would say that they reviewed me from"
excelente hospital y muy agradecida con el dr palacios y dra plaza de neurocirugía excelentes profesionales operaron a mi padre franklin vizuete viteri de un tumor en la columna y esta super bien caminando dr palacios dios le pague por,Excellent hospital and very grateful to Dr Palacios and Dra Plaza de Neurocirugía excellent professionals operated my father Franklin Vizuete Viteri of a tumor in the column and is super good walking dr Palacios God pays him for
las instalaciones no son adecuadas son viejas y en mal estado no existen accesos ni ascensor para las personas que lo podemos usar escaleras o gradas el personal en general atiende de mala gana aún sabiendo que nosotros pagamos por ese,"The facilities are not adequate are old and in poor condition there are no accesses or elevator for people who can use stairs or stands, the staff in general will be reluctant even knowing that we pay for that"
malo muy malo el servicio de calle center mi padre ingreso muy mal por covid uno y todos estamos angustiados xq por otras razones no podemos estar junto a él pero aunq llamamos en los horarios establecidos no contestan así te mates,Bad very bad the street center service my father admitted very badly through Covid one and we are all distressed because for other reasons we cannot be with him but although we call at the established schedules they do not answer that way you kill yourself
el peor servicio de enfermería en hospitalización de ginecología y obstetricia y hay que tener mucho cuidado con  del hospital estuvimos 3 pacientes con infeccion estomacal por,The worst nursing service in gynecology and obstetrics hospitalization and we have to be very careful with the hospital we were 3 patients with stomach infection by
sin lugar a duda la peor atención posible asegurados que han aportado toda su vida reciben trato inhumano e indiferente aunque estén muriendo las licenciadas son inhumanas y maltratan a cualquier familiar que entra en ese lugar cero,"Without a doubt, the worst possible attention insured that they have contributed their whole life receive inhuman and indifferent treatment even if the graduates are dying and mistreat any relative who enters that place zero"
cómo es posible que un  este me haya entregado medicamentos caducados con fecha de mayo cuando ya estáos septiembre que clase de atención hay en este hospital tanto que uno paga para que el servicio desde la guardiania sea  desastre,How is it possible that this has given me expired medications on May when you are already September what kind of attention there are in this hospital so much that one pays for the service from the Guardiana to be a disaster
servicio para los afiliados al iess saturado casi todo el tiempo las instalaciones necesitan mantenimiento,service for saturated IESS affiliates almost all the time facilities need maintenance
el hospital es un lugar sucio y peligroso las enfermeras son groseras y el personal médico no tiene ni idea de lo que está haciendo no  este hospital a nadie,The hospital is a dirty and dangerous place nurses are rude and medical staff has no idea what this hospital is doing to anyone
buena atención pero no se puede entrar las visitas en emergencia,Good attention but you can't enter emergency visits
el personal de vigilancia es muy mal educado no son ágiles para prestar ayuda deberían aprender lo que son en el hospital del iess del sur todo el personal presta atención inmediata,Surveillance personnel are very poorly educated are not agile to provide help should learn what they are in the South IESS hospital all staff pays immediate attention
gracias a los doctores palaciosplaza y zoporta operaron a un gran amigo franklin vizuete de un tumor de la columna y esta bien caminando lo que pensamos que iba a quedar mal pero no gracias a dios y a estos excelentes profesionales eminencia de neurocirugia,Thanks to the doctors Palaciosplaza and Zoporta they operated a great friend Franklin Vizuete of a column tumor and is well walking what we thought was going to look bad but not thanks to God and to these excellent professionals eminence of neurosurgery
muy buen servicio los edificio podrian estar un poco más renovados  pero el servicio medico es muy bueno el staff medico es de gran ayuda al paciente,Very good service the building could be a little more renewed but the medical service is very good the medical staff is very helpful to the patient
no hay pemetrexed para la quimioterapia  si mi esposo no la recibe empeorará  en estos tiempos de tanto  es posi le que no haya previsión para enfermos catastróficos explicacion por favor,There is no pemetrexed for chemotherapy if my husband does not receive it will make it worse in these times of so much that there is no forecast for catastrophic patients explanation please
una excelente atencion muy   agradecida con el personal medico  estuve internada algunos días la atencion  es buena gracias dra davila por todo   me realizaron una hablacion  en el corazón  y me siento feliz mi estilo d vida cambio  mil  gracias dr jose  luis laso quien me realizo la ablación,"An excellent very grateful attention to the medical staff I was admitted to a few days, the attention is good thanks Dra Davila for everything I made a spoil in my heart and I feel happy my style of life I change a thousand thanks dr"
deberian cambiar a todo el personal de call center son maleducados y groseros  q pena q le hagan quedar mal al hospital no pueden resolver una pregunta y solo cuelgan el telefono  no tienen respesto,They should change all Call Center personnel are rude and rude that sorrow that makes the hospital look bad they cannot solve a question and only hang the phone they have no respect
"hospital de tercer nivel atiene en hospitalización las 24 hrs
personal calificado  enfermeras muy cordiales y áreas muy controladas por guardias de seguridad","Third level hospital in hospitalization at 24 hrs
qualified personnel very cordial nurses and very controlled areas by security guards"
buena atención aunque para los turnos es difícil deberían tener un detector de metales para controlar las personas que ingresan,good attention although for shifts it is difficult should have a metal detector to control the people who enter
la atención lamentablemente es lenta no hay medicinas y el trato a pacientes y familiares es poco adecuado en emergencias,Unfortunately is slow attention there are no medicines and the treatment of patients and relatives is not very suitable in emergencies
he llamada por call center opción 0 y me han tratado de forma hostil esto es muy duro para mi soy paciente de oncología y me encuentro en controles por favor cual ha sido mi delito para tal maltrato y no es la primero vez que pasa,I have called by call center option 0 and they have treated me hostile this is very hard for me I am oncology patient and I find myself in controls please what has been my crime for such abuse and it is not the first time that happens
totalmente agradecido  con 3 doctores dr palacios dra plaza y dr zoporta de neurocirugíamuy buen servicio le operaron a mi padre y lo hicieron excelente y los resultados totalmente positivos,Fully grateful to 3 doctors dr Palacios Dra Plaza and Dr Zoporta de Neurocirugíamuy good service they operated my father and made it excellent and the totally positive results
yo me hago chequeos generales hay super bien la atención para mi si en buen lugar para emergencia,I make general checks there is superitar attention for me if in good place for emergency
la atención médica excelente lastimosamente no hay todas las medicinas,Excellent medical care there is not all medicines
buena atención fui con un familiar grabé lo atendieron al instante,Good attention I went with a relative I recorded instantly
muchas veces los equipos están en mal estado generando problemas para los usuarios y los médicos,Many times the equipment is in poor condition generating problems for users and doctors
excelente hospital salvaron la vida de mi hermana,Excellent hospital saved my sister's life
hospital carlos andrade marin hcam del iess ubicado al centro norte de quito a pocas cuadra del parque el ejido y de la iniversidad central  a una cuadra de la avenida america y en esta la parada del iess del metroel  de los hospitales del iess de quito,Carlos Andrade Marin Hcam del IESS hospital located to the north center of Quito a few block from the El Ejido Park and from the central current one a block from Avenida Avenida and in this the IESS stop of the Metroel of the hospitals of the IESS de Quito
buena atencion para niños considerando la pandemia en el área de pediatría se manejan buenos protocolos cuando detectan pasientes con covid,Good attention for children considering pandemic in the area of ​​pediatrics good protocols are handled when they detect interns with COVID
la atencion es rapida y tiene especialistas para lo que se requiere,The attention is fast and has specialists for what is required
gracias a los dr palacios dra plaza y dr zoporta por el excelente profesionalismo operaron a mi amigo franklin vizuete  de un tumor de la columna y se encuentra muy bien muchas gracias,Thanks to the Dr Palacios Dra Plaza and Dr Zoporta for the excellent professionalism they operated my friend Franklin Vizuete of a column tumor and is very good thank you very much
bueno el hospital andrade marin es bien amplió  y atiende a miles de personas,Well the Andrade Marin hospital is fine expanded and serves thousands of people
dios los bendiga y proteja en especial a neurocirugia son una eminencia excelentes profecinales gracias por devolver la vida a las personas,God bless and protect you especially neurosurge
felicitaciones a los doctes de cirugía quienes operaron bien que logró sanar mi cñado jorge alcides negreete gracias por brindar todo recuperó y se encuentra bien que sigan salvando la vida,Congratulations to the doctors of surgery who operated well that he managed to heal my CGAZA Jorge Alcides Negreete thanks for providing everything recovered and it is good that they continue to save their lives
un excelente hospital lleno con los mejores profesionales del país,An excellent hospital full with the best professionals in the country
las agendas de las citas son mal hechas por que hacen esperar mucho a los usuarios en mi caso espere tres horas y no me parece bien esperar mucho tiempo,The appointments agendas are badly made because they make users wait a lot in my case to wait three hours and I do not seem good to wait long
la atención es pésima los doctores no atienden en el  horario efectuado del turno,The attention is lousy doctors do not attend at the time made of the shift
fui a talento humano y la segunda persona que me atendió me dio buenas respuestas y me ayuda gracias,I went to human talent and the second person who attended me gave me good answers and helps me thanks
es uno de los mejores hospitales públicos del país por ende es muy concurrido pero tengo buenas experiencias de atención en el mismo,It is one of the best public hospitals in the country therefore it is very busy but I have good care experiences in the same
muy buenos enfermeros,Very good nurses
es una excelente institucion de salud tecnologia de punta y profesionales de muy alto nivel,It is an excellent institution of health technology and very high level professionals
es la mejor instalación de salud del iess desafortunadamente arrastra los problemas de la institución,It is the best health installation of the IESS unfortunately drags the institution's problems
pésima atencion la persona que está en emergencia es  patán y prepotente la atención  desastre,Stepid attention The person who is in emergency is patán and operates disaster attention
que desmejorado está el servicio demaciados pasantes sin sillas en las salas de espera demora en la atención horrible,that weeding is the service demacious interns without chairs in the waiting rooms delays in horrible attention
"hospital del iess seguro social
con paciencia se recibe buena atención","Social Security IESS Hospital
good attention is received patient"
muy buena atención me ayudaron en todo lo que necesite en hospitalización son excelentes,Very good attention helped me in everything I need in hospitalization are excellent
al estar hospitalados le dan una habitación lo cual las enfermeras se me robaron mi cobija y quería que pague yo justicia,"When I am hospital, they give it a room which the nurses stole my blanket and wanted me to pay justice"
la atencio es de primera me realisaron dos cirujias muy delicadas gracias dr aulestia,The attention is first of them two more delicate surgeries thanks dr Aulestia
hay buenos profesionales  pero atienden a una infinidad de pacientes  nosotros apoyemos la salud con un poco de tolerancia,There are good professionals but they serve an infinity of patients we support health with a little tolerance
tiene amplio parqueadero y sus instalaciones son muy seguras para transitar con tranquilidad,It has ample parking and its facilities are very safe to travel with peace of mind
buenas tardes por favor quiero saber la hora y día de entrega de turnos para el servicio de desintometria gracias,Good afternoon please I want to know the time and day delivery day for the Deintometry service thanks
buen atención y buen servir a los clientes,good attention and good serving customers
"en atención le daría un4 de 5
en salud 4
coordinación 4
seguridad 5","In attention I would give him a 4 of 5
in health 4
Coordination 4
Security 5"
atención buena lo malo los insumos no tienen,good attention the bad inputs do not have
cumpleaños de papazote,PAPAZOTE BIRTHDAY
un buen lugar 5 estrellas,A good place 5 stars
es un hospital público que cumple con todos los estándares necesarios en caso de una emergencia además cuenta con la atención de cualquier especialidad,It is a public hospital that meets all the necessary standards in case of an emergency also has the attention of any specialty
excelente  lugar muy bonito,excellent very nice place
excelente atención en emergencias odontológicas totalmente agradecida,Excellent attention in totally grateful dental emergencies
es un hospital q carece de amabilidad existe personal q es grosero y no hay material necesario,It is a hospital that lacks kindness there is personnel that is rude and there is no necessary material
en lo personal es una buena atencion lo unico q es un poquito malo es en la alimentacion y lo q es en atencion es perfecta,"Personally, good attention is the only thing that is a little bad is in food and what is in attention is perfect"
hospital para afiliados al sistema social del ecuadorbuena atención con médicos muy calificados,Hospital for affiliates to the social system of Ecuador good attention with very qualified doctors
que relajo de atención esperar 4 horas para que te den tremenda medicación ibuprofeno,What a relax to wait 4 hours to give you tremendous ibuprofen medication
buen lugar buena atención no tiene parqueadero,Good good attention has no parking lot
podrían mejorar el sistema de citas,They could improve the dating system
excelente lugar pero no hay medicina,Excellent place but there is no medicine
estoy que llamo a este numero del hospital y nadie contesta timbra y timbra y nada,I am calling this hospital number and nobody answers timbra y timbra and nothing
excelente atención en todos los servicios que me han atendido,excellent attention to all the services that have served me
muy lento un trato malo,very slow a bad deal
muy buenos profesionales,Very good professionals
existe mucha negligencia en este hospital,There is a lot of negligence in this hospital
un hospital con tecnología y personal en constante cambio para una mejor atención,A hospital with constant technology and personnel for better attention
me han atendido con amabilidad y profesionalismo y agilidad,They have attended me with kindness and professionalism and agility
es mi lugar de trabajo es un hospital impresionante,It's my workplace is an impressive hospital
un lugar acogedor maravilloso,A wonderful cozy place
"se demora la atención
por lo demás excelente","Attention is delayed
otherwise excellent"
faltan cosas por mejorar pero me parece bien lo que ya se ha hecho,There are things to improve but it seems good to me what has already been done
todavía falta mucho para una atención de calidad reconozco que hay mejoras y buenos avances,There is still much for quality care I recognize that there are improvements and good advances
el servicio no es excelente pero ha mejorado mucho con respecto a años pasados,The service is not excellent but has improved much with respect to past years
atención de primera a pesar de la falta de medicamentos,First care despite the lack of medicines
hasta ahora buena atencion y rapido ingreso,Until now good attention and rapid income
exelente servicio,excellent service
puede mejorar,it can be better
no hay un buen trato empezando desde el guardia de la entrada,There is no good treatment starting from the entrance guard
buen ambiente,good atmosphere
falta empatía,Missing empathy
el hospital tradicional del seguro social ecuatoriano,The Traditional Ecuadorian Social Security Hospital
a veces no brindan una atención ágil y oportuna,Sometimes they do not provide agile and timely attention
no quiero seguir a ki  quiero irme a casa,I don't want to follow me I want to go home
exelentes profesionales,Professional excellent
muy lenta la atención,very slow attention
buen lugar en hospital,Good place in hospital
pesima atencion médicos y personal,People medical and personal attention
cirugía  hospitalización,hospitalization surgery
en el hospital cam quito mucha espera,In the Cam Quito hospital he hopes
hospital de tercer nivel del iess en ecuador,Third level hospital in Ecuador
si sigues los procesos el servicio mejora,If you follow the processes the service improves
excelente atención en oncologia,Excellent attention in oncology
registra la ubicación lejos de la real a mejorar,record the location away from the real to improve
x la mariscal tambien puedo llegar,X the marshal can also arrive
más o menos de atención al afiliado,more or less attention to the affiliate
hospital de especialidades de la seguridad social,Social Security Specialties Hospital
podria ser mas detallado,It could be more detailed
no he tenido mayores inconvenientes,I have not had major inconveniences
que ortopedistas trabajan alli,What orthopedists do there work
exelente hospital,Excellent hospital
hospital del iees,IESS Hospital
hospital de tercer nivel,third level hospital
tiene bn referencias,It has references
chevere,cool
hospital nivel uno,level one hospital
excelente instalaciones,Excellent facilities
quirófano,operating room
hospital público,public hospital
hospital carlos andrade marín,Carlos Andrade Marín Hospital
esperando a la doctora,waiting for the doctor
de mar alrededor del hospital,sea ​​around the hospital
tengo 28 semanas de embarazo con un diagnóstico de embarazo de alto riesgo vine hacer validar un certificado porque me dieron reposo médico y llevo aquí 3 horas esperando q el señor guardia q hace todo menos cuidar la integridad y,I have 28 weeks pregnant with a high -risk pregnancy diagnosis I came
todo empieza a las 0630am en la fila de entrega de turnos para la validación de certificados que por la grandiosa atención que brinda el iess uno tiene que ir al servicio privado,Everything starts at 0630am in the turn delivery row for the validation of certificates that due to the great attention provided by the IESS one has to go to the private service
muchas felicidades a la atención que nos prestaron luego de la cirugía que tuvo mi mamá deberían de seguir todos los centros medicos hospitales y demás públicos  ejemplo dicha atención por parte de este hospital desde las enfermeras hasta los doctores sigan así,Congratulations to the attention they paid to us after the surgery that my mother had to follow all the medical centers and other audiences example said attention from this hospital from the nurses to the doctors continue like this
en plena lluvia los guardias no  bien y dejan a los pacientes afuera,In full rain the guards not well and leave the patients outside
debe asistir con tiempo para citas médicas más hacer fila para laboratorio agendar en ventanilla antes revisar con ventanilla para concretar citas seguro ordenado pero si toma su tiempo mucha paciencia,You must attend with time for medical appointments more line for laboratory schedule in window before checking with window to specify safe ordered appointments but it takes your time a lot of patience
muy mala atención se demoran en atender yo creo que esta bien un tiempo para almorzar pero por qué dejar desatendido el puesto de trabajo para un trámite me demoré casi 2 horas espero mejoren en su atención y que no se estén,Very bad attention are delayed in attending to I think that a time is fine for lunch but why letting the job disregard for a procedure took almost 2 hours I hope they improve in their attention and that they are not
"deberían mejorar el área de odontología pésimo servicio ya va ser 1 hora desde que tenía la cita y aun no han llamado cuando se tiene otras gestiones que hacer no se puede esperar tanto tiempo
ese profesionalismo no vale","They should improve the Lousimo Service Dentistry area will be 1 hour since I had the appointment and have not yet called when you have other efforts to do cannot wait for so long
That professionalism is not worth"
por favor atiendan los teléfonos sino para q los tienen  tengo una cita médica en el dispensario central y estoy tratando  a informar q no voy a poder asistir desde hace una semana y para que asignen a otra persona,Please attend the phones but so that they have them I have a medical appointment in the central dispensary and I am trying to inform that I will not be able to attend for a week and to assign another person
"señor director del centro medico central quito
muy buenos  días  por pedirte un favor
no se que  pasa en la distribución  de turnos para los metabólicos  ya estamos","Mr. Director of the Central Medical Center Quito
very good morning for asking you for
I don't know what happens in the distribution of shifts for metabolic"
muy mala atención  tiene buzon de quejas y sugerencias que le mismo personal no sabe  es el manejo y aparte no saben  tratar al paciente que lastima que nuestros recursos sean mal utilizados en estos malos profesionales porque no es que nos regalan nada,Very bad attention has the mailbox and suggestions that the same staff does not know is the handling and apart they do not know how to treat the patient that it hurts that our resources are misused in these bad professionals because they are not that they give us anything
muy agradecido con el área de urgencias esta mañana tuve que acudir al laboratorio para una prueba rutinaria y en el lapso entre toma de muestras sufrí un accidente acudí de inmediato a urgencias en donde explique que tenía muy poco,Very grateful to the emergency area this morning I had to go to the laboratory for a routine test and in the span between sampling I suffered an accident I immediately went to the emergency room where I explained that I had very little
pésimo servicio tenía una cita y al momento en que me acerco el doctor no había asistido ni siquiera me informaron para no asistir y además no me reagendaron la cita,lousy service had an appointment and at the time I approached the doctor I had not even attended me they did not even inform me so as not to attend and they also did not reage the appointment
siempre hará falta mejorar y más todavía si se trata de la salud de todos nosotros los que aportamos hay turnos que son muy simples pero dan con mucho tiempo de distancia es imperdonable obtener un turno después de 4 o 5 meses,It will always need to improve and even more so if it is the health of all of us who we contribute there are shifts that are very simple but they give a long time away it is unforgivable to get a turn after 4 or 5 months
la atención de la psiquiatra es pésima no hay mas médicos de esa área no nos dan medicina que impotencia  de lo peor,The care of the psychiatrist is bad there are no more doctors in that area do not give us medicine than impotence of the worst
pésimo servicio dicen que hay 3 doctores y brillan por su ausenciano se conduelen de nadie,lousy service say there are 3 doctors and shine for their absence.
"llevo 4 días tratando  y jamás contestan siempre dice que están ocupados
hoy que estamos en emergencia sanitaria sucede esto que será cuando todo es","I've been trying for 4 days and they never answer always says they are busy
today that we are in health emergency this happens when everything is"
sí hay buena atención lo malo es que hay exceso de pacientes llega la mamá con sus 5 hijos atenderse y es un caos total,"If there is good attention, the bad thing is that there are excess patients, the mother comes with her 5 children to attend and it is a total chaos"
excelente el medico general para la tercera edad pero no hubo la medicina para el colesterol,Excellent the general doctor for the elderly but there was no medicine for cholesterol
la atencíon en el dispensario central del iess es muy buena sobre todo en el area de pacientes cronicos pero en este momento me encuentro con problemas en mi corazón tengo una cita  en la clinica de cronicos para el día 15 de agosto del,The attention in the central dispensary of the IESS is very good especially in the area of ​​chronic patients but at this time I find problems in my heart I have an appointment in the chronic clinic for August 15 of the August 15 of the
es el mejor hospital siempre mi mamá me ha llevado a este hospital yo tengo rinitis y sinusitis y siempre me daba mis alergias y me enfermava muy seguido entonces mi mamá me llevava allí y lo mejor esque me atendían de inmediato siquiera,It is the best hospital always my mother has taken me to this hospital I have rhinitis and sinusitis and always gave me my allergies and I get sick very often then my mother takes me there and the best scheme attended me immediately even
es fatal  con este dispensario nadie contesta tienen el número de la operadora q es es el 0 q supuestamente ahí le atiende una tal srta monica vallejo pero nunca esta a ninguna hora no se para q tienen gente trabajando ahí ganando un sueldo en vano ya q nunca contestan ni dan un buen servicio,"It is fatal with this dispensary, nobody answers have the operator number q is the 0 that supposedly there attends him a Ms. MonicThey answer or give a good service"
más lo que hacen esperar para que el médico pediatra diga no hay medicina  afuera de bolsillo de uno mientras tanto cada mes nos descuentan de nuestros salarios las aportaciones el dinero pésimo servicio,"more what they expect so that the pediatrician says there is no medicine outside one in the pocket of one, meanwhile each month discounts from our salaries the contributions the lousy money"
horas de espera para que a la final no atiendan ni un doctor en emergencia y los guardias groseros,Hours of waiting for the final not to attend to an emergency doctor and the rude guards
fue rápida la atención ojalá siempre sea así,Attention was rapid hopefully it is always like that
no  contestan el telefono hay un solo numero y estoy que llamo y nada se va a una grabadora es el colmo  mal servicio no se puede averiguar sobre turnos dados o cualquier consulta  mejoren el servicio de atencion al publico estamos mal asi,They do not answer the phone there is only one number and I am what I call and nothing goes to a recorder is the high service cannot be found on given shifts or any consultation improve the service of attention to the public we are wrong like this
"en casos que tengan turno con esta sra rosa sotamba p es mejor que cambien de turno o hagacen tratar aparte ojala no tenga hijas o sobrinas esta
persona porque con lo mismo sera pagada asta peor","In cases that have a turn with this pink Sotamba P Mrs. it is better that they change their turn or make them deal separate, I don't have daughters or niece this
person because with the same will be paid until worse"
en cuestión a limpieza y seguridad de sus instalaciones muy buenas lo que molesta es la tardanza en la atención al usuario  por lo demás es aceptable,"In question to cleaning and safety of its very good facilities, what bothers is the delay in user service is otherwise acceptable"
mucha gente para citas medicas para certificados llevar original y copia del certificado del medico y luego de validar se debe descargar,Many people for medical appointments for certificates take original and copy of the doctor's certificate and after validating you must download
falta más información y mejor atención hacia el paciente,Missing more information and better attention to the patient
la atención pésima en validación de certificado no te ayudan solo ponen trabas la persona que se supone revisa los certificados antes de ingresar no tiene conocimiento de lo que se debe hacer y para colmo les hace falta educación,"Lousimal attention in certificate validation does not help you only put obstacles the person who is supposed to review the certificates before entering is not aware of what should be done and to top it off, they need education"
me parece que el servicio del iess a mejorado pero lo que si falta es medicaciòn ya que solo hay ibuprofeno y paracetamol,It seems to me that the IESS service is improved but what is missing is medication since there is only ibuprofen and paracetamol
